id,conversation_id,7b_int,13b_int,7bnonchat_int,13bnonchat_int,llama3_chat_int,llama3_nonchat_int
36376,249,2,4,0,1,1,0
36377,249,4,3,3,2,0,3
36378,249,3,4,2,1,3,2
36379,249,2,3,0,1,1,None
36380,249,2,2,0,3,3,1
36381,249,4,3,3,2,4,0
36382,249,3,2,1,2,1,2
36383,249,4,4,0,2,3,2
36384,249,3,3,0,2,2,3
36385,249,2,4,2,2,1,4
36386,249,3,3,1,2,3,2
36387,249,2,4,1,1,4,3
36388,249,4,3,2,2,2,0
36389,249,3,4,3,2,1,2
36391,92,4,3,0,2,2,0
36392,92,3,2,3,2,1,2
36393,92,2,3,0,3,3,2
36394,92,1,2,0,2,1,3
36395,92,3,3,0,2,2,0
36396,92,3,4,1,2,1,0
36397,92,4,3,0,0,3,1
36398,92,3,4,0,1,1,3
36399,92,4,3,3,1,3,2
36400,92,3,4,0,1,4,2
36401,92,4,3,3,3,3,2
36402,92,3,4,0,0,4,4
36403,92,4,3,0,0,2,3
36404,92,3,2,2,1,1,3
36405,92,4,3,0,2,3,2
36406,92,,4,0,2,1,3
36407,92,,3,0,3,3,4
36408,92,,4,2,2,4,3
36409,92,,3,0,2,3,3
36410,92,,3,1,0,2,2
36411,92,,4,0,2,1,2
36412,92,,4,1,1,3,3
36413,92,,4,0,2,2,4
36414,92,,3,0,1,3,0
36415,92,,4,0,1,2,4
36416,92,,3,3,3,3,3
36417,92,,4,2,3,4,3
36418,92,,3,1,3,3,4
36419,92,,4,0,1,1,1
36420,92,,3,0,3,2,2
36421,92,3,2,2,2,1,2
36422,92,2,3,0,2,2,0
36423,92,2,2,0,2,1,2
36424,92,1,3,2,2,1,3
36425,92,3,2,1,3,2,3
36426,92,,3,0,0,1,0
36427,92,,4,1,3,1,0
36428,92,,4,1,2,2,2
36429,92,,3,0,1,3,3
36430,92,,2,0,1,1,1
36431,92,,3,0,2,2,3
36432,92,,3,2,2,1,0
36433,92,3,4,1,2,3,1
36434,92,,3,0,2,4,2
36435,92,,4,2,2,1,0
36436,92,,3,2,1,1,4
36437,92,,4,1,1,0,1
36438,92,,2,1,3,1,2
36439,92,,3,2,2,0,1
36440,92,,4,2,2,1,None
36441,92,,3,3,2,2,2
36442,92,,4,3,2,3,0
36443,92,,3,0,3,2,3
36444,92,,2,1,2,1,3
36446,199,,3,0,1,3,3
36447,199,,4,2,2,1,0
36448,199,,3,1,2,2,0
36449,199,,4,0,0,1,3
36450,199,,3,2,2,3,2
36451,199,,4,0,3,2,2
36452,199,,3,1,0,1,2
36453,199,,4,0,2,2,2
36454,199,,3,3,1,1,3
36455,199,,4,0,3,3,3
36456,199,,3,0,0,1,3
36457,199,,4,2,2,0,4
36458,199,,3,2,2,0,4
36459,199,,3,0,1,1,2
36460,199,,4,3,2,3,1
36461,199,,3,0,0,3,2
36462,199,,4,2,1,4,2
36463,199,,3,1,1,3,3
36464,199,,2,1,1,1,3
36465,199,,3,1,2,3,3
36466,199,,4,3,3,1,2
36467,199,,3,2,3,3,3
36468,199,,4,2,2,4,2
36469,199,,3,1,3,3,0
36470,199,,4,0,1,1,0
36471,199,,3,3,3,3,2
36472,199,,4,0,0,1,2
36473,199,3,3,1,2,3,2
36474,199,4,4,3,3,4,4
36475,199,2,3,1,3,3,1
36476,199,3,4,2,2,2,4
36477,199,2,4,3,2,3,4
36478,199,3,3,3,1,4,1
36479,199,2,4,3,3,1,2
36480,199,4,3,1,2,3,1
36481,199,4,4,1,3,1,0
36482,199,3,3,0,2,2,4
36483,199,4,4,3,2,3,3
36484,199,4,3,0,2,4,4
36485,199,3,2,0,3,1,0
36486,199,2,3,3,2,2,2
36487,199,1,4,0,0,3,0
36488,199,3,3,1,3,1,1
36489,199,3,4,0,1,2,0
36490,199,3,3,0,3,3,3
36491,199,2,4,0,3,2,1
36492,199,3,3,2,3,3,2
36493,199,4,4,0,2,1,3
36494,199,3,3,2,3,3,1
36495,199,2,4,2,3,1,2
36496,199,4,4,0,2,3,3
36497,199,3,3,1,2,4,3
36498,199,4,2,0,0,3,1
36499,199,3,3,0,2,2,3
36500,199,4,4,3,3,3,2
36501,199,3,3,3,2,4,2
36502,199,2,4,0,3,3,3
36503,199,4,3,0,2,4,0
36504,199,3,4,1,2,3,1
36505,199,2,2,0,2,1,2
36506,199,0,3,2,3,3,3
36507,199,4,2,0,2,4,2
36508,199,4,3,1,3,3,3
36509,199,3,4,0,2,4,4
36510,199,4,4,2,3,1,3
36511,199,3,2,2,3,2,2
36512,199,4,3,0,2,3,4
36513,199,3,2,1,2,4,3
36514,199,4,3,1,3,1,2
36515,199,3,2,2,2,1,4
36516,199,4,3,2,2,1,4
36518,214,3,2,0,2,3,3
36519,214,4,3,1,2,2,4
36520,214,3,4,2,3,3,0
36521,214,1,3,0,1,4,0
36522,214,2,4,2,2,3,2
36523,214,4,3,0,3,1,1
36524,214,3,2,0,1,3,3
36525,214,2,4,3,3,1,3
36526,214,4,4,2,2,0,3
36527,214,3,3,0,3,3,1
36528,214,4,4,2,2,2,1
36529,214,2,3,2,0,3,3
36530,214,3,2,1,2,3,4
36531,214,2,2,0,2,2,4
36532,214,3,4,0,2,3,3
36533,214,2,3,3,2,1,2
36534,214,3,4,3,2,3,4
36535,214,0,4,3,2,1,2
36536,214,1,3,2,1,3,3
36537,214,2,4,1,2,1,3
36538,214,3,3,0,0,3,3
36539,214,4,4,0,1,1,0
36540,214,3,4,0,2,3,4
36541,214,4,3,1,3,1,3
36542,214,3,2,3,2,3,3
36543,214,2,4,1,0,1,2
36544,214,3,3,3,3,2,2
36545,214,2,4,3,3,3,4
36546,214,3,3,0,3,1,2
36547,214,3,2,1,0,3,2
36548,214,4,3,1,3,1,3
36549,214,2,2,1,2,3,2
36550,214,3,3,0,3,1,2
36551,214,2,4,3,2,3,3
36552,214,3,3,0,3,3,1
36553,214,,2,1,2,1,3
36554,214,,4,0,2,3,3
36555,214,,4,2,1,1,4
36556,214,,3,2,3,3,2
36557,214,,4,0,2,1,2
36558,214,,3,2,1,3,3
36559,214,,2,2,2,4,1
36560,214,,3,1,2,1,2
36561,214,,2,0,2,0,2
36562,214,,3,3,3,3,2
36563,214,,4,1,2,1,4
36564,214,,4,0,1,1,1
36565,214,3,3,2,3,3,1
36566,214,2,2,0,2,1,2
36567,214,4,3,0,1,3,2
36568,214,3,2,1,3,1,1
36569,214,2,3,0,2,3,0
36570,214,3,4,0,0,1,3
36571,214,2,4,3,2,3,0
36572,214,3,3,2,1,1,1
36573,214,2,3,0,3,3,4
36574,214,4,3,1,3,1,3
36575,214,3,3,0,2,1,3
36576,214,4,3,2,3,3,3
36577,214,3,2,1,2,1,1
36578,214,4,3,3,0,3,4
36579,214,3,3,3,2,4,3
36580,214,2,4,2,2,2,4
36581,214,4,3,2,3,1,3
36582,214,3,4,1,3,1,3
36584,195,2,3,0,1,3,3
36585,195,3,4,1,1,4,4
36586,195,4,3,0,1,1,3
36587,195,3,4,0,0,3,3
36588,195,3,3,2,0,4,1
36589,195,4,4,3,2,3,2
36590,195,3,3,0,2,1,1
36591,195,4,4,2,0,3,2
36592,195,2,3,0,0,1,0
36593,195,,2,3,2,3,2
36594,195,4,3,0,1,1,2
36595,195,3,2,1,0,3,0
36596,195,4,3,3,2,1,1
36597,195,3,2,2,2,3,3
36598,195,2,3,1,3,4,2
36599,195,3,4,1,1,3,4
36600,195,2,3,3,2,1,3
36601,195,2,4,2,2,3,4
36602,195,2,3,3,2,4,4
36603,195,3,2,2,2,3,4
36604,195,3,3,1,3,2,0
36605,195,4,4,1,2,3,1
36606,195,3,3,0,0,1,2
36607,195,4,2,0,3,3,2
36608,195,2,3,2,2,2,4
36609,195,4,3,2,1,1,1
36610,195,3,4,2,3,3,1
36611,195,4,3,3,1,1,3
36612,195,3,4,1,3,3,1
36613,195,4,3,4,4,1,2
36614,195,2,1,0,1,3,4
36615,195,3,2,0,3,1,2
36616,195,2,3,2,1,3,2
36617,195,3,2,1,1,4,4
36618,195,3,4,2,3,2,2
36619,195,2,3,1,2,3,3
36620,195,3,4,0,2,1,3
36621,195,2,4,3,3,3,2
36622,195,1,3,2,1,1,2
36623,195,3,4,0,1,3,3
36624,195,4,4,0,3,4,1
36625,195,2,3,1,3,3,4
36626,195,3,3,1,3,1,2
36627,195,2,4,2,3,3,4
36628,195,3,3,1,3,4,2
36629,195,4,4,1,2,3,1
36630,195,4,3,0,2,4,1
36631,195,3,2,0,2,2,4
36632,195,2,4,0,3,1,1
36633,195,3,3,1,1,3,3
36634,195,2,2,3,3,1,2
36635,195,3,3,2,2,3,2
36636,195,2,2,3,2,1,2
36637,195,4,3,0,2,3,3
36638,195,3,4,3,1,4,3
36639,195,4,3,0,1,2,1
36640,195,2,4,0,2,3,2
36641,195,4,3,0,3,1,4
36642,195,3,4,0,3,3,4
36643,195,2,4,0,3,1,0
36644,195,3,2,0,2,1,2
36645,195,4,3,1,0,0,3
59239,127,2,3,1,3,2,0
59240,127,4,4,0,3,3,2
59241,127,3,3,1,2,4,0
59242,127,4,4,2,2,3,3
59243,127,3,3,0,2,4,3
59244,127,4,3,2,3,3,3
59245,127,3,2,3,1,4,4
59246,127,2,4,0,1,3,4
59247,127,4,3,2,2,4,3
59248,127,3,3,0,2,3,3
59249,127,4,4,4,3,4,2
59250,127,3,3,1,2,1,1
59251,127,4,2,3,4,3,3
59252,127,3,3,3,3,4,3
59253,127,4,3,2,2,3,2
59254,127,3,3,0,1,1,2
59255,127,2,2,1,3,3,2
59256,127,3,3,2,3,4,4
59257,127,2,4,3,2,2,4
59258,127,3,3,3,3,3,3
59259,127,3,4,0,2,4,3
59260,127,3,3,3,0,3,2
59261,127,4,2,0,2,1,3
59262,127,3,3,0,1,1,2
59263,127,2,2,0,1,3,3
59264,127,3,3,0,0,4,0
59265,127,2,2,1,2,3,3
59266,127,3,4,0,2,4,2
59267,127,2,3,3,2,3,4
59268,127,3,4,0,2,2,3
59269,127,4,3,1,3,3,3
59270,127,4,3,1,3,3,2
59271,127,3,2,0,3,4,0
59272,127,2,3,2,1,3,2
59273,127,4,3,0,2,1,2
59274,127,3,4,2,2,3,3
59275,127,4,4,4,2,2,4
59276,127,4,3,0,2,1,3
59277,127,3,4,3,2,3,4
59278,127,3,3,0,3,4,0
59279,127,4,4,0,2,1,2
59280,127,3,4,3,3,3,4
59281,127,2,4,3,3,1,1
59282,127,3,3,0,2,1,3
59284,219,2,2,0,2,3,2
59285,219,4,4,3,3,1,3
59286,219,3,3,2,2,3,1
59287,219,2,4,3,3,4,2
59288,219,3,4,0,2,3,3
59289,219,2,3,0,0,3,0
59290,219,4,3,3,0,4,4
59291,219,2,4,0,2,3,None
59292,219,4,4,1,2,4,0
59293,219,3,3,0,2,3,2
59294,219,4,4,0,2,1,3
59295,219,4,3,2,1,2,3
59296,219,3,2,0,2,3,3
59297,219,2,4,0,3,4,2
59298,219,4,3,0,3,3,3
59299,219,3,3,1,2,4,3
59300,219,2,2,0,3,2,1
59301,219,4,2,0,3,3,4
59302,219,2,4,3,3,3,2
59303,219,4,4,0,1,1,1
59304,219,3,3,3,0,3,4
59305,219,4,4,3,2,4,1
59306,219,3,3,0,2,3,4
59307,219,2,4,4,3,3,2
59308,219,3,4,0,1,1,3
59309,219,2,3,0,3,3,3
59310,219,2,2,0,2,4,3
59311,219,1,3,3,3,1,3
59312,219,2,3,0,2,3,1
59313,219,4,4,2,2,4,2
59314,219,3,2,0,0,1,2
59315,219,2,3,0,3,2,2
59316,219,3,4,1,0,1,3
59317,219,3,3,4,2,1,1
59318,219,4,4,3,2,1,0
59320,30,3,4,0,2,1,2
59321,30,2,2,0,0,2,3
59322,30,3,4,2,2,4,3
59323,30,2,4,3,1,3,2
59324,30,4,3,3,2,1,3
59325,30,,4,2,1,3,4
59326,30,,3,0,2,1,0
59327,30,3,4,3,3,3,3
59328,30,4,3,1,0,4,3
59329,30,4,4,0,3,3,3
59330,30,3,3,3,3,1,0
59331,30,2,4,0,3,2,4
59332,30,3,3,0,0,3,0
59333,30,4,4,0,1,1,2
59334,30,4,4,0,3,3,3
59335,30,4,3,1,3,1,3
59336,30,4,4,2,3,3,2
59337,30,3,3,0,2,1,2
59338,30,4,4,0,3,2,2
59339,30,3,3,0,0,4,2
59340,30,4,4,3,2,1,4
59341,30,3,3,2,2,1,0
59342,30,2,4,0,3,2,1
59343,30,3,3,2,2,1,2
59344,30,2,4,0,0,3,2
59345,30,3,3,2,1,3,4
59346,30,4,4,3,3,3,3
59347,30,4,4,1,2,1,0
59348,30,4,3,3,2,0,2
59349,30,3,2,0,2,1,2
59350,30,2,3,0,3,3,3
59351,30,1,2,0,2,1,0
59352,30,2,3,1,3,3,0
59353,30,1,4,3,2,4,3
59354,30,2,3,3,2,2,2
59355,30,3,2,1,2,3,4
59356,30,2,3,1,2,4,0
59357,30,4,4,0,3,3,3
59358,30,3,4,2,0,1,2
59359,30,4,3,1,2,2,2
59360,30,4,4,1,3,1,1
59361,30,3,3,2,3,3,1
59362,30,2,4,2,3,1,1
59363,30,1,3,0,0,3,2
59364,30,3,4,0,2,1,2
59365,30,3,3,0,2,3,2
59366,30,2,4,2,0,1,2
59367,30,4,3,1,2,3,2
59368,30,3,3,0,3,4,2
66107,12,3,4,1,3,1,1
66108,12,4,3,1,3,1,1
66109,12,3,4,0,0,3,1
66110,12,4,3,0,3,4,2
66111,12,2,2,0,3,1,2
66112,12,2,3,0,2,3,4
66113,12,3,2,2,2,4,3
66114,12,2,3,3,2,3,2
66115,12,3,4,1,1,1,2
66116,12,4,4,1,3,3,2
66117,12,4,3,0,0,1,None
66118,12,4,4,1,2,3,4
66119,12,2,3,0,0,3,2
66120,12,3,4,0,0,2,2
66121,12,3,3,0,2,1,2
66122,12,4,4,2,2,2,0
66123,12,3,4,0,3,3,2
66124,12,4,4,0,2,4,4
66125,12,4,3,0,0,3,0
66126,12,3,2,3,2,1,0
66127,12,4,3,1,3,3,1
66128,12,3,4,1,3,2,3
66129,12,2,3,0,2,3,1
66130,12,4,4,0,3,4,0
66131,12,2,3,1,0,3,2
66132,12,3,2,0,2,1,3
66133,12,3,3,1,2,3,1
66134,12,4,4,2,1,4,3
66135,12,3,3,1,3,3,0
66136,12,4,2,0,2,4,3
66137,12,3,3,1,1,1,3
66138,12,4,4,0,2,3,3
66139,12,3,3,0,2,4,4
66140,12,2,2,0,2,1,1
66141,12,2,4,0,2,1,3
66143,80,3,3,0,1,3,1
66144,80,4,2,2,2,1,2
66145,80,3,3,2,2,2,2
66146,80,4,4,2,3,1,2
66147,80,3,4,2,2,2,1
66148,80,3,3,0,0,3,4
66149,80,4,2,2,2,1,1
66150,80,3,3,1,1,2,2
66151,80,2,2,1,0,1,1
66152,80,3,3,1,0,3,4
66153,80,4,4,2,2,1,2
66154,80,3,3,0,2,3,3
66155,80,3,2,0,3,3,1
66156,80,2,3,3,3,4,0
66157,80,3,3,0,2,3,2
66158,80,3,2,0,1,1,2
66159,80,4,3,0,1,2,1
66160,80,3,4,2,1,1,1
66161,80,2,3,2,2,2,4
66162,80,1,4,0,1,3,3
66163,80,4,3,3,0,1,1
66164,80,3,3,2,2,3,3
66165,80,2,4,3,2,2,0
66166,80,4,3,0,3,1,0
66167,80,3,4,0,3,1,2
66168,80,4,3,0,3,3,1
66169,80,3,4,2,2,4,4
66170,80,4,3,2,3,1,3
66171,80,3,4,2,3,2,3
66172,80,2,3,0,1,1,1
66173,80,3,4,0,1,3,3
66174,80,2,3,2,3,4,2
66175,80,4,4,2,1,3,2
66176,80,3,3,0,0,1,2
66177,80,4,3,0,3,3,0
66178,80,3,4,0,1,1,2
66179,80,4,3,0,3,1,3
66180,80,3,4,0,2,3,2
66181,80,4,3,2,0,2,4
66182,80,3,3,3,0,1,2
66183,80,4,2,0,0,3,1
66184,80,4,3,0,0,1,4
66185,80,3,2,2,1,3,2
66186,80,1,4,0,2,2,1
66187,80,2,3,0,3,1,2
66188,80,3,3,3,2,0,1
66189,80,2,4,3,2,1,4
66190,80,1,4,0,3,3,3
66191,80,2,3,3,1,1,2
66192,80,1,2,2,3,0,3
66193,80,4,3,0,1,1,1
66194,80,2,4,3,2,3,2
66195,80,3,3,1,2,1,1
66196,80,4,4,1,2,3,2
66197,80,3,3,0,2,4,2
66198,80,2,4,1,2,3,2
66199,80,2,4,0,1,2,0
66200,80,3,3,4,1,3,2
66201,80,4,4,1,2,2,2
66202,80,3,3,0,2,3,2
66203,80,4,2,3,2,1,1
66204,80,3,3,0,2,2,3
66205,80,2,4,4,2,3,3
66206,80,2,3,0,0,2,3
66207,80,3,4,3,2,3,1
66208,80,4,3,3,3,1,2
66209,80,2,4,2,3,3,3
66210,80,3,3,3,2,4,3
66211,80,2,4,2,2,3,2
66212,80,3,3,0,3,2,2
66213,80,4,4,0,2,1,4
66214,80,3,3,0,3,3,3
66215,80,4,4,2,2,1,3
66216,80,4,3,0,2,2,3
66217,80,3,4,0,3,1,2
66218,80,4,3,3,1,0,3
66220,152,3,4,0,2,1,2
66221,152,4,3,0,2,2,0
66222,152,4,4,0,1,1,2
66223,152,2,3,4,1,3,2
66224,152,2,4,3,2,2,3
66225,152,4,3,0,1,1,2
66226,152,3,2,1,1,3,2
66227,152,2,4,2,2,1,3
66228,152,3,4,0,2,3,1
66229,152,2,3,0,1,4,1
66230,152,4,4,3,3,3,3
66231,152,4,4,1,2,2,2
66232,152,3,3,0,0,3,2
66233,152,4,4,3,0,4,3
66234,152,4,4,0,2,3,2
66235,152,3,3,4,2,1,3
66236,152,4,4,1,3,3,4
66237,152,3,4,0,2,2,2
66238,152,4,4,1,2,1,3
66239,152,3,4,3,3,3,1
66240,152,2,3,3,4,1,2
66241,152,4,4,2,1,3,3
66242,152,4,3,0,2,1,3
66243,152,3,4,3,3,3,3
66244,152,2,3,0,0,1,0
66245,152,3,4,3,2,3,1
66246,152,2,4,0,2,1,3
66247,152,3,4,1,2,3,3
66248,152,4,4,1,2,1,1
66249,152,3,4,4,3,3,2
66250,152,1,4,0,1,3,1
66251,152,3,3,4,2,4,4
66252,152,2,4,1,3,3,3
66253,152,3,4,1,3,1,4
66254,152,2,3,0,2,2,1
66255,152,1,3,3,1,3,None
66256,152,2,4,2,3,1,4
66257,152,3,3,1,1,3,2
66258,152,2,4,0,0,4,0
66259,152,3,3,0,2,3,3
66260,152,2,4,0,0,4,4
66261,152,4,3,2,2,1,3
66262,152,3,4,0,3,2,3
66263,152,4,4,0,2,3,1
66264,152,3,3,0,2,4,3
66265,152,4,4,3,0,1,3
66266,152,3,3,0,2,0,0
66267,152,4,4,0,1,3,2
66268,152,3,4,0,1,1,1
66269,152,4,4,3,3,3,2
66270,152,3,3,1,3,2,3
66271,152,4,3,3,2,3,4
66272,152,4,3,0,2,1,2
66273,152,4,4,0,2,2,2
66274,152,3,3,0,2,3,4
66275,152,2,2,1,1,3,3
66276,152,3,3,0,2,1,3
66277,152,3,2,1,3,1,1
66278,152,2,2,2,1,3,2
66279,152,2,3,2,3,1,0
66280,152,3,4,0,3,3,1
66281,152,2,4,2,2,4,1
66282,152,3,4,0,0,3,0
66283,152,2,4,0,1,1,1
66284,152,3,3,1,3,2,1
66285,152,4,4,0,2,1,1
66286,152,3,3,1,2,2,0
66287,152,4,4,0,2,1,3
66288,152,3,3,0,2,0,0
66289,152,2,2,0,3,1,4
66290,152,3,4,1,2,0,1
66291,152,4,3,0,2,3,1
66292,152,3,4,0,3,1,0
66293,152,3,3,0,2,3,1
66294,152,4,2,3,3,1,2
66295,152,3,2,2,1,1,3
66296,152,4,3,0,1,2,2
66297,152,2,2,0,1,1,2
53804,168,4,3,0,0,3,3
53805,168,4,2,3,2,1,4
53806,168,4,2,1,0,3,1
53807,168,3,4,4,3,4,4
53808,168,4,4,0,2,3,3
53809,168,3,2,2,4,4,2
53810,168,2,3,3,2,3,2
53811,168,4,4,0,1,2,3
53812,168,3,3,0,1,3,2
53813,168,4,4,2,1,2,1
53814,168,3,3,3,2,3,4
53815,168,4,2,0,3,2,1
53816,168,3,3,1,2,1,0
53817,168,2,3,3,2,0,None
53818,168,3,4,0,3,1,3
53819,168,4,3,2,3,3,4
53820,168,3,2,0,1,1,4
53821,168,4,3,0,2,2,2
53822,168,4,2,3,1,1,4
53823,168,3,3,0,1,3,4
53824,168,2,4,1,3,4,4
53825,168,3,3,0,2,3,None
53826,168,4,4,3,2,4,3
53827,168,4,3,3,1,1,2
53828,168,3,4,1,2,3,3
53829,168,4,3,0,0,4,4
53830,168,3,3,3,1,3,0
53831,168,1,4,3,1,4,3
53832,168,2,3,0,0,3,3
53833,168,3,2,0,1,2,0
53834,168,3,3,2,3,1,4
53835,168,2,2,0,1,3,0
53836,168,3,3,0,2,1,3
53837,168,4,3,0,2,2,2
53838,168,3,2,0,1,1,1
53839,168,2,3,2,2,3,1
53840,168,1,2,0,3,1,2
53841,168,3,3,3,2,2,2
53842,168,3,2,1,1,3,1
53843,168,4,3,3,3,1,4
53844,168,3,4,0,3,0,2
53845,168,2,3,0,2,1,3
53846,168,4,2,3,0,3,1
53847,168,4,3,2,2,4,4
53848,168,2,2,2,3,4,0
53849,168,4,3,1,3,3,4
53850,168,3,2,0,2,2,2
53851,168,2,3,1,2,1,4
53852,168,3,4,0,2,3,3
53853,168,4,4,0,2,3,1
53854,168,3,3,3,2,4,4
53855,168,2,4,2,2,1,2
53856,168,3,3,0,2,0,1
53857,168,2,4,2,2,3,3
53858,168,3,3,2,2,3,4
53859,168,2,2,4,2,4,2
53860,168,3,3,0,0,2,3
53861,168,3,4,1,2,3,3
53862,168,1,3,0,1,1,4
53863,168,3,2,2,3,3,3
53864,168,4,3,3,3,2,3
53865,168,3,4,4,3,3,3
53866,168,2,3,0,2,2,1
53867,168,3,3,0,3,3,1
53868,168,2,3,0,2,2,2
53869,168,3,4,0,1,3,3
53870,168,4,3,0,1,4,3
53871,168,3,4,1,2,3,2
53872,168,4,3,0,3,4,2
53873,168,3,4,0,2,1,0
53874,168,4,3,0,3,3,3
53875,168,3,2,0,2,1,1
53876,168,2,3,2,2,2,3
53877,168,3,2,2,2,3,1
53878,168,2,3,2,3,1,0
53879,168,3,3,3,2,2,4
53880,168,2,3,0,1,3,3
53881,168,1,3,0,3,1,2
53882,168,4,4,0,3,2,2
53883,168,4,3,3,2,1,1
53884,168,3,3,0,3,1,4
53885,168,4,3,0,3,2,3
53886,168,4,4,0,0,1,2
53887,168,3,4,1,1,3,3
53889,177,4,3,0,2,1,3
53890,177,3,3,0,3,2,3
53891,177,4,4,2,3,3,4
53892,177,3,4,0,2,1,1
53893,177,4,4,0,2,3,1
53894,177,3,3,4,2,4,3
53895,177,4,4,0,1,3,1
53896,177,3,3,3,2,4,0
53897,177,2,4,4,1,3,3
53898,177,2,4,2,3,2,3
53899,177,3,3,2,2,3,3
53900,177,4,2,0,3,2,2
53901,177,3,3,0,1,4,3
53902,177,2,3,3,2,1,1
53903,177,4,3,1,2,3,2
53904,177,3,3,1,2,1,2
53905,177,2,4,2,1,0,2
53906,177,4,3,0,1,2,3
53907,177,3,2,2,1,3,2
53908,177,4,4,3,1,4,1
53909,177,3,3,0,1,1,2
53910,177,4,4,2,2,1,2
53911,177,3,3,1,2,3,3
53912,177,4,3,3,1,2,2
53913,177,3,4,1,3,3,2
53914,177,4,3,1,2,4,1
53915,177,3,4,0,0,1,0
53916,177,4,4,0,3,2,2
53917,177,3,4,0,0,3,1
53918,177,2,3,2,2,1,3
53919,177,3,4,3,2,3,4
53920,177,2,4,3,2,3,3
53921,177,3,3,1,3,2,1
53922,177,4,2,3,3,3,1
53923,177,3,3,0,2,1,3
53924,177,3,4,3,2,2,2
53925,177,1,4,0,2,3,3
53926,177,4,4,2,2,4,0
53927,177,3,3,1,3,2,2
53928,177,1,4,2,2,1,4
53929,177,4,3,0,1,3,1
53930,177,2,2,4,2,4,1
53931,177,3,3,0,2,3,3
53932,177,2,2,0,1,1,3
53933,177,4,3,3,1,3,2
53934,177,3,3,2,2,2,3
53935,177,4,3,1,3,1,2
53936,177,3,4,0,3,3,2
53937,177,4,3,0,2,4,4
53938,177,3,4,4,4,3,2
53939,177,4,3,3,1,1,3
53940,177,3,4,0,3,3,4
53941,177,2,3,0,3,1,2
53942,177,4,4,0,2,3,3
53943,177,3,3,0,2,1,0
53944,177,3,4,2,2,2,1
53945,177,2,3,0,3,1,4
53946,177,3,2,4,1,3,1
53947,177,2,3,0,3,1,3
53948,177,3,2,0,3,1,1
53949,177,2,4,1,2,2,1
53950,177,4,3,3,2,1,0
53951,177,3,4,3,2,2,2
53952,177,3,4,0,2,1,3
53953,177,4,3,3,3,3,2
53954,177,3,4,2,2,4,2
53955,177,4,3,0,3,3,3
53956,177,3,4,2,3,1,3
53957,177,4,4,1,2,3,2
53958,177,4,4,0,1,1,1
53959,177,3,3,1,2,2,1
53960,177,4,2,0,3,1,1
53962,54,3,4,3,1,3,3
53963,54,2,3,0,2,1,1
53964,54,2,3,0,3,3,2
53965,54,3,2,0,1,1,2
53966,54,4,3,0,3,3,2
53967,54,3,3,2,0,1,0
53968,54,2,2,1,2,1,3
53969,54,4,4,1,2,2,1
53970,54,3,3,0,1,3,4
53971,54,3,2,1,0,1,4
53972,54,4,4,0,3,2,3
53973,54,3,3,0,0,1,1
53974,54,4,3,1,2,1,2
53975,54,3,4,2,1,2,1
53976,54,2,3,1,3,3,3
53977,54,4,4,1,2,2,1
53978,54,4,4,0,0,1,3
53979,54,3,4,1,2,3,0
53980,54,3,3,0,1,1,1
53981,54,4,4,0,0,3,2
53982,54,2,3,0,0,1,3
53983,54,4,4,2,2,3,4
53984,54,4,3,0,0,4,1
53985,54,3,4,0,2,2,3
53986,54,4,3,2,2,3,2
53987,54,3,3,4,2,1,1
53988,54,2,3,0,3,3,0
53989,54,3,3,2,1,1,0
53990,54,2,4,0,3,2,3
53991,54,3,3,0,2,1,3
53992,54,4,2,2,0,3,0
53993,54,3,3,0,2,1,2
53995,159,2,2,1,2,0,2
53996,159,4,3,2,3,3,2
53997,159,3,2,3,2,4,2
53998,159,2,3,0,3,3,1
53999,159,3,2,0,3,4,3
54000,159,4,3,0,3,3,1
54001,159,3,3,0,2,4,1
54002,159,2,2,0,2,1,1
54003,159,4,3,3,3,1,3
54004,159,3,3,0,1,3,1
54005,159,3,3,1,2,1,3
54006,159,2,4,0,1,3,2
54007,159,4,3,0,1,4,0
54008,159,3,3,1,3,3,3
54009,159,2,4,4,2,4,1
54010,159,1,3,1,2,1,3
54011,159,3,2,1,2,3,0
54012,159,4,4,0,2,1,1
54013,159,3,4,2,3,3,2
54014,159,4,3,0,2,1,0
54015,159,3,4,0,1,3,0
54016,159,2,4,0,2,1,3
54017,159,4,3,0,0,2,4
54018,159,3,4,0,3,3,3
54019,159,3,4,0,2,1,2
54020,159,3,4,1,3,2,1
54021,159,4,4,2,2,1,4
54022,159,3,3,0,2,2,3
54023,159,1,3,0,2,1,4
54024,159,3,4,0,1,3,1
54025,159,2,3,0,2,2,3
54026,159,1,3,0,1,1,1
54027,159,4,2,2,1,3,1
54028,159,4,2,4,3,4,1
54029,159,3,2,0,2,3,2
54030,159,4,3,0,2,4,2
54031,159,3,4,2,2,3,1
54032,159,4,4,1,2,1,1
54033,159,3,3,3,3,3,1
54034,159,2,2,1,3,1,4
54035,159,3,4,0,1,3,4
54036,159,4,4,0,3,1,1
54037,159,2,3,0,0,3,4
54038,159,3,2,0,1,1,2
54039,159,4,3,3,2,3,2
54040,159,4,3,2,2,1,2
54041,159,3,4,0,2,1,3
54042,159,2,3,3,1,1,3
54043,159,3,4,0,1,3,2
54044,159,2,3,2,2,1,3
54045,159,3,4,3,0,2,3
54046,159,2,3,3,2,3,2
54047,159,1,4,0,0,3,0
