id,text,teacher_uptake_student,student_uptake_teacher
54094,"STUDENT:
    Not really TEACHER:
    and, of course, because children are much more mature at 7
    not really?
    kindergarten?",0.922962491,0.425846231
54095,"STUDENT:
    Yes TEACHER:
    Yes :(
    But maybe you liked your kindergarten?
    I know I didn't!",,0.633221731
54096,"STUDENT:
    But I didn't go there TEACHER:
    Ah, so you did get 7 years of freedom?",0.777780107,0.966944159
54097,"STUDENT:
    Probably only 2 weeks TEACHER:
    2 weeks of freedom or 2 weeks of kindergarten? :)",0.999024779,0.535666602
54098,"STUDENT:
    Of kindergarden TEACHER:
    Sounds good!",0.842253843,0.700626892
54099,"STUDENT:
    I went to pre-school TEACHER:
    Oh, it's the same thing, isn't it?",0.638743437,0.817876944
54100,"STUDENT:
    No it doesn't TEACHER:
    how is it different?",0.676553864,0.909092981
54101,"STUDENT:
    Kindergarden is place where adults leave children when they work and pre-school is place where children learn how to write, read TEACHER:
    Ah, I understand, thanks for that",0.675721568,0.815812742
54102,"STUDENT:
    You're welcome TEACHER:
    Here in the UK, it's a pre-school or a nursery. I think the only difference is that pre-schools are state-owned and nurseries are private.
    Quick grammar quiz, <STUDENT>",0.550152478,0.968349648
54103,"STUDENT:
    Ok TEACHER:
    1. If schools don't re-open in September, I ____ ____
    could you finish the sentence, please?",,0.790252558
54104,"STUDENT:
    I'll stay at home TEACHER:
    great!
    what about
    If I ____ in the USA now, I ____ eat cheeseburgers for breakfast!
    Silly example, I know, just for the grammar",0.801816095,0.781932429
54105,"STUDENT:
    Have  been/ will TEACHER:
    How about 'If I were in the USA now, I would eat...'?
    Does it sound familiar? It's ok if it doesn't!",0.722838689,0.539251703
54106,"STUDENT:
    I think it's similar TEACHER:
    It's a bit different, but we can look into this next time. It's called second conditionals, for things that are not true at the moment
    You've probably heard about it",0.984908488,0.809435983
54107,"STUDENT:
    I thought that it's third conditional
    Oh no TEACHER:
    No worries, we'll play with this grammar next time!",0.411380391,0.998026924
54108,"STUDENT:
    Can you remind please? TEACHER:
    We are almost out of time now, I will next time, ok?",0.770062474,0.490434237
54109,"STUDENT:
    Oh ok TEACHER:
    Don't worry about it, I just needed to see what could be new and interesting for you, ok? Your English is very good!
    Shall we do next Wednesday at 9.30 am?",0.615782388,0.547427441
54110,"STUDENT:
    Yes!
    Yes! TEACHER:
    Sure. It was lovely to talk to you, have a nice weekend! Until Wednesday!",0.160019304,0.875897567
54111,"STUDENT:
    Why until Wednesday? TEACHER:
    Because our next class is on Wednesday!
    I didn't mean the weekend will last until Wednesday",0.999003579,0.975817383
54112,"STUDENT:
    But I'm sure it'll be cool!
    I'm looking forward to our next lesson TEACHER:
    Me too :) Bye for now!",0.970739295,0.968807516
56364,"STUDENT:
    Hi Olga!",,
56365,"TEACHER:
    Hi Giovanni!
    How are you? STUDENT:
    Good, thank you! How about you?",0.995187625,0.854385131
56366,"TEACHER:
    All good, thank you!
    Thanks for your essay, I really enjoyed reading it! Some very nice language there :)
    I especially liked the inverted third conditional :)
    Had it not been for this shared trove of knowledge and rules, it would have been impossible to build today’s nations where millions of people, who are de facto strangers to each other, live and thrive together.
    I mean this one
    Also, it's an elegant summary of the two viewpoints, very nice STUDENT:
    Thank you :) As I explained: it took me a while to write it, but I thought that sometimes trying to perfect one's language can be a good exercise :)",0.831074426,0.884872763
56367,"TEACHER:
    Yes, absolutely. If you were in a situation where you have to observe the time limit such as an exam, I'd suggest sticking to a very clear structure with topic sentences, It does speed up the process! (I would say the structure is very clear in the last two paragraphs, but the beginning is more free-flowing) STUDENT:
    Maybe I should start by writing a topic sentence for each paragraph ;) It took me a long time to write it for multiple reasons, among them the fact that I rewrote someparts...
    *some parts",0.797811747,0.994878909
56368,"TEACHER:
    Yes, a boring but reliable structure. 1. Introduction (signposting early what you're going to write about) 2. topic sentence, expansion 3. topic sentence, expansion
    or maybe 4 too, I'm not saying there should be 3 paragraphs :) STUDENT:
    Yes, of course :) The problem is that it is difficult to be 'creative' with such a structure...
    since it is a topic that I'm interested in I had plenty to write about in 'my way'...but, of course, for an exam it's better to choose some topics
    and produce just what you're asked for :)",0.994566433,0.992277778
56369,"TEACHER:
    Yes! But it's also difficult to steer away from the topic and get lost, which is a problem with a lot of exam writing (not yours, actually)
    Yep, that's the trick!
    It is an interesting topic though, isn't it? And the one that's existed since the dawn of time as your video so nicely illustrates :) STUDENT:
    Yes, it is quite interesting, especially as a parent...and I think that it is becoming more and more apparent, as society changes with greater speeds...",0.997798439,0.960961735
56370,"TEACHER:
    Yes, I'm sure our kids' generation will find ways to shock us even though we might be thinking now that we've seen it all STUDENT:
    If I think about the first time I surfed the internet, I was one of the first in my little town...and now, if we have a problem, that's 'too much' internet...
    Haha, indeed...we'll have to wait and see what they come up with",0.935688533,0.335371073
56371,"TEACHER:
    Anyway, for our final lesson, have you maybe got any questions / anything you'd like to discuss / anything I can help with? STUDENT:
    Hmm...no, not really...
    As I told you I've bought the book you sent me via pdf, and I plan on working on it from start to finish",0.540749605,0.928166261
56372,"TEACHER:
    Oh really? I must have missed it somehow! The orange one? STUDENT:
    Yes, from Longman :)",0.184838987,0.606010107
56373,"TEACHER:
    I see, oh it's really good, I'm sure you'll enjoy it! STUDENT:
    But then, if you have some exercises or interesting sayings with difficult vocabulary, that would be fine for me :)
    Yes, I like how it is structured! And it is packed with exercises...",0.601618177,0.945497576
56374,"TEACHER:
    Yes, I do have something prepared, we'll get to it in a second, just wanted to check with you first
    You probably do it anyway, but I do recommend reading good quality media in English, I do believe it helps with the language a lot!
    I know I've become a better writer because I do like my Guardian articles :)
    What do you prefer to read in English? STUDENT:
    I read mostly books...from biographies, to science and technology related treaties...
    Sometimes I skim through bbc or cnn, but I find it hard to read with a attention a whole article on my mobile phone...
    Oh, I also read a lot of scientific articles on machine learning, but the quality of the language there is mixed...",0.780039518,0.996539185
56375,"TEACHER:
    Right, sure, the quality of the language is not the main point there I can imagine
    I think an opinion article is as close as it gets 'in real life' to those exam essays, and they're usually full of good language STUDENT:
    It should be of some concern...but currently the pace at which articles in ML (machine learning) is out of control...which leads to lower quality in many aspects (including language)
    Indeed...they also have the advantage of being 'short': I am used to long texts, but in real life you often need to be synthetic",0.999281654,0.993167274
56376,"TEACHER:
    Interesting! You're in a very dynamic field
    Yes, absolutely, they are quite concise and pack a lot in a small space
    Anyway, a little something I've prepared for you to practice those past conditionals (if you have the book handy, feel free to open this chapter, the one we were working on last time)
    I'm going to tell you a story and invite you to speculate about what could have happened if people had acted differently :) STUDENT:
    I would dare to say that, to a point, it is a fad...a lot of people have been blinded by the promises of artificial intelligence, money is flowing and people are trying to apply it to everything...still it is very interesting and dynamic, indeed!
    Okay! I have the book here, but I don't remember the page...",0.907958005,0.991513587
56377,"TEACHER:
    One second, I'll find it
    A fad? Very interesting, coming from you! As I said before, my main objection from the user side of it is 'artificial empathy'. It just doesn't work in my opinion!
    It's page 88 in the actual book and page 89 in the pdf
    Ok, the story! STUDENT:
    Haha...not in all aspects, but in some, for instance empathy...or creating an artificial psychiatrist ;) Yes, the story!
    Are you still here?",0.998891535,0.995475548
56378,"TEACHER:
    It's about a poor musician called Anton who lived in a small fishing village. He and the daughter of a rich fisherman, Barbara, were in love, and he went to her father to ask for her hand. The father said that he had to have a boat to be able to marry his daughter and provide for her. But Anton did not have a boat, only his guitar! Anton went to his friend Chris, a fisherman, and asked to borrow his boat. But Chris refused him saying that he needed the boat for work. Barbara and Anton broked up. Heartbroken, Anton proposed to another girl, Elizabeth, but Elizabeth said he was still in love with Barbara and turned him down. Anton was unhappy and unmarried then. But who was to blame?
    Sorry, still here, but a long story!
    in third conditional sentences, please :) STUDENT:
    If Anton had a boat he would have been able to support a family and Barbara's father would have granted her hand.",0.220861253,0.996787646
56379,"TEACHER:
    *broke up, not broked!
    Nearly! If Anton ___ ___ a boat, STUDENT:
    had had?",0.997785128,0.710053063
56380,"TEACHER:
    Yes!
    Or Barbara's father should have been more open-minded? STUDENT:
    If Christ hadn't needed the boat for work he would have borrowed it to Anton.",0.944075066,0.856589148
56381,"TEACHER:
    My guess is that in Italian 'borrow' and 'lend' are the same verb :) he would have lent it to Anton! STUDENT:
    If Barbara's father had grew up in another time he would have been more open-minded and let Barbara choose who to marry.",0.999469063,0.921383467
56382,"TEACHER:
    Nearly! had ___ up in another time STUDENT:
    They are indeed, but to be fair I was a bit dubious about which verb to use...
    grown",0.974523368,0.495703083
56383,"TEACHER:
    lend (lent, lent) = let someone temporarily have something that belongs to you
    borrow: borrow some money from a bank, borrow a book from the library, May I borrow your pen, please?
    And which of them is a synonym of 'loan'? STUDENT:
    I see :) The difference is between the fact that you are actively 'giving' something or 'taking' something...
    A loan is something you ask to the bank, so I'd go for 'borrow'...
    But I didn't know load is a verb too",0.44010848,0.99873206
56384,"TEACHER:
    Yes! Like in Italian, it's the same verb in my native language, so I could recognize the problem :) But there's a very clear distinction in English. Also, you don't use 'have' instead of 'borrow'
    There's a big difference between 'you can have it' and 'you can borrow it'!
    If you say 'you can have it', you don't expect 'it' back! STUDENT:
    That's quite clear to me",0.997263463,0.800254377
56385,"TEACHER:
    Ok, sure!
    to take out a loan / apply for a bank loan means to borrow money from a bank or to try to do so STUDENT:
    Haha I know :) Unless you say something like 'you can have it for a couple of days, but I need it this Sunday'",0.526065596,0.163781082
56386,"TEACHER:
    But 'to loan' means 'to lend' STUDENT:
    (I hope I'm not making up an expression) Oh...okay",0.872616181,0.636697033
56387,"TEACHER:
    Banks loan money
    Yes, exactly, it would be clearer to say 'you can borrow it for a couple of days!' STUDENT:
    So my reasoning was wrong...ok...I guess it is more formal
    I mean loan is used in more formal situations, right?",0.102827934,0.994129084
56388,"TEACHER:
    Ooh, we're out of time! STUDENT:
    Or maybe with money/institutions?",0.117431078,0.425052365
56389,"TEACHER:
    Yes, absolutely! STUDENT:
    13:59 on my laptop",0.559211353,0.811699171
56390,"TEACHER:
    Loan is more formal!
    Right, thank you very much for participating in this project! It's been a pleasure to chat with you over the last few months :)
    You've still got my email address if you'd like to contact me one day, I'll be very happy to hear from you! STUDENT:
    Thank you! It was a pleasure for me too! And also a great opportunity for me, and science :)
    Of couse! You have my e-mail too, for instnace if you ever need some suggestions about what to visit in Italy ;)
    Thank you again! And have a great summer! Bye, bye!",0.724716305,0.982177765
56392,"STUDENT:
    Hi <TEACHER>!",,
56393,"TEACHER:
    Hi <STUDENT>!
    How are you? How was your trip? STUDENT:
    Hi! I am good thank you :) It was great! A bit tiring though: we met with a lot of relatives...
    How about you? How are you?",0.999330952,0.999024575
56394,"TEACHER:
    Sounds lovely!
    Well, I had my first dose a week ago, so yay!
    of the covid vaccine I mean STUDENT:
    Of course...Austria just sent the appointments to everyone who asked for the vaccine: I am getting my first dose in a month :)",0.021199126,0.998630128
56395,"TEACHER:
    Otherwise, we keep waiting for some sun, maybe we'll finally glimpse it this weekend
    Yay! A wait, but at least you have a date I suppose STUDENT:
    That's true! The weather was terrible in Italy too...we had only two days without rain",0.277431542,0.920038764
56396,"TEACHER:
    Really? Well, if even Italy is all rainy, it kind of makes me feel a bit better :) STUDENT:
    Haha...in Italy we have a saying 'mal comune, mezzo gaudio' (a common pain is half a joy)",0.995496719,0.943224727
56397,"TEACHER:
    Haha, exactly! :)
    I wonder what the saying is in English, there should be something... STUDENT:
    But I didn't have time for the writing, sorry...we really travelled a lot!
    miserly loves company...maybe
    (I found it with google, I didn't know it)",0.984390539,0.813677831
56398,"TEACHER:
    No worries! I'm taking the next week off teaching because my son will be on holiday, so if you still want to do it, you'll have some extra time STUDENT:
    That's great! Agreed!",0.827328809,0.270532327
56399,"TEACHER:
    Yes, kind of 'misery loves company', hmmm
    But the Italian one is more joyful! STUDENT:
    Yes, at least it mentions something that isn't misery..",0.534323167,0.987197429
56400,"TEACHER:
    Lovely! Also, I am sad to say that we will be closing the teaching project on June 18, which means that we will only have the time for two classes, between June 7 and June 18 STUDENT:
    I see :) Okay, well it was a nice opportunity so I can only be thankful abou it
    And I am curious to see what sort of reserach they do on the papers: I'll follow the professor who I first contacted for this opportunity ;)",0.759219891,0.640416942
56401,"TEACHER:
    Yes, it's been a pleasure on my part, and of course, we are very grateful to our volunteer students like yourself STUDENT:
    It's been a pleasure for me too!",0.823932657,0.993746104
56402,"TEACHER:
    I think they're taking the research in more than one direction at the moment. Yes, I'm sure you can contact <RESEARCHER> for more information if you're curious, he did mention it STUDENT:
    Cool, thank you :) It would be cool if I eventually end up working also on the data I contributed to generate...",0.121921696,0.811320907
56403,"TEACHER:
    Ok, so the question is, what would you like to focus on in our remaining time? I've been planning to look at some more speaking questions from C2 proficiency today STUDENT:
    (If they release it openly)
    Okay, let's look at speaking questions!",0.747717475,0.991453407
56404,"TEACHER:
    Yes, <RESEARCHER> would be a better person to speak to about this than myself!
    It would be cool if I eventually end up working also on the data I contributed to generate
    I feel that 'also' is a bit out of place here. What would be a better place for it? STUDENT:
    Oh, the also is in the wrong position there, right?
    Yep",0.902480674,0.254308115
56405,"TEACHER:
    haha, yes! You see it yourself, don't you? STUDENT:
    I could either remove it, or...maybe...I could put it before 'working': end up also working ...",0.357123991,0.317062361
56406,"TEACHER:
    Yes! I like it before 'working'. STUDENT:
    Yes and no...but now, everytime I write it an alarm bel rings in my head so I try to pay more attention (not in that case, apparently)",0.999366454,0.550672216
56407,"TEACHER:
    also working' - like other researchers
    It's German interference, isn't it? I can just hear 'arbeiten auch' in my mind STUDENT:
    Yes...moreover German has an interjection which is written 'also', has a slightly different sound...
    The way we use 'anche' in Italian, which is the closes word to 'also' we have, is also different...",0.738758621,0.989123504
56408,"TEACHER:
    Aah, yes, I remember! indeed STUDENT:
    So it is really tricky for me ;)",0.589397718,0.897125515
56409,"TEACHER:
    I can imagine! STUDENT:
    *the closest
    Anyway, practise makes perfect :) As you see if I think about it I am starting to correct it!",0.884917222,0.486648402
56410,"TEACHER:
    Ok, C2 questions! I think I mentioned last time that there are several parts to the speaking test, and in the first part the questions are focused on you rather than abstract
    I'm warning you, some of them are a bit weird, you'll have to just roll with them and show off your English! STUDENT:
    Okay, that's fine!",0.384319089,0.718046668
56411,"TEACHER:
    You'll see what I mean (I'll start with not so weird ones though)
    The test always begins with, please tell us your name, are you a student or do you work and then maybe 'where are you from', no need to answer those now
    Next question: You said you are from Friulli (did I get that right??) Is that an interesting place to live? STUDENT:
    Those are the easy ones..
    Yes, I am originally from Friuli (just one 'l').",0.684480917,0.998264003
56412,"TEACHER:
    yep, they give the examiner a chance to fill in the papers :)
    Sorry! Friuli STUDENT:
    It depends on what you mean by 'interesting'. It is a small, rural region which was among the poorest in Italy before the so called Italian economic miracle of the sixties...",0.989455677,0.413371448
56413,"TEACHER:
    Ok, lovely! Feel free to add another sentence or two STUDENT:
    I find it interesting because you can experience nature in all its forms: from mountains, to the sea side...and, as any place in Italy, it has many places that are interesting as far as history is concerned. For instance Trieste, with castle Miramare, or Palmanova: a small city which still has the original footprint from the middle ages
    and looks like a star, surrounded by its wals, when you look at it from a map.
    In this sense it is quite interesting :) But I would use the word quiet to describe it: if you look for a thrilling night life you should look somewhere else.",0.659378639,0.565996152
56414,"TEACHER:
    Ok, thanks! Great sophisticated grammar, I like it! It would be helpful to use some synonyms to 'interesting' though, such as... STUDENT:
    (maybe when you see an aerial view would be a better way to say 'look from a map')",0.966984958,0.775093209
56415,"TEACHER:
    what comes to your mind?
    Yes, sure, because you mean 'look at its map', but an aerial view is a better expression! STUDENT:
    Oh..I didn't think about synonyms...this is a trick I should remember...
    To be honest I don't have many synonyms...maybe stimulating, in certain contexts?
    noteworthy",0.999507933,0.090585889
56416,"TEACHER:
    Yes, you would probably use 'interesting' in real life, and so would a native speaker, but you aren't scoring any points with it in the test as you can imagine! STUDENT:
    Okay! But I should probably exercise with synonyms because it isn't that easy (even when looking at italian synonyms for help ;) )",0.905428735,0.90686091
56417,"TEACHER:
    I find it interesting... could be replaced with something like 'it appeals to me'
    noteworthy is a good one! and then all kind of descriptive adjectives, like 'fascinating' etc.
    There is a lot unpack / explore in terms of history etc. STUDENT:
    Indeed...I should exercise by paraphrasing questions",0.882124008,0.731104075
56418,"TEACHER:
    Ok, let's try another one! STUDENT:
    into ones that use more refined terms.",0.651760995,0.766743377
56419,"TEACHER:
    exactly, with that in mind
    How good are you at organising your time? STUDENT:
    Scheduling my day is a fundamental task for me: I have a busy life, with two small children, and I can't expect things to work out without any planning.",0.60892842,0.986594654
56420,"TEACHER:
    Excellent! great paraphrasing STUDENT:
    Therefore I'd answer saying I am good at planning my day, even when this means handling unexpected events.
    Which are common among parents of small children.",0.761568473,0.912586548
56421,"TEACHER:
    Lovely! A good expression: firefighting (especially in the work context)
    dealing with problems that pop up unexpectedly
    Too much time is spent firefighting rather than moving the business forward.
    an example from the dictionary STUDENT:
    Oh, that's a lovely expression!
    And I am not sure I've ever encountered it...I'll write it down :)",0.762899396,0.994309824
56422,"TEACHER:
    Yes, very useful! My husband says it all the time, when he's annoyed that he hasn't made any progress because he's been firefighting the minor crises
    Ok, the next one!
    What would you dream job be? (they are eliciting conditionals and the grammar of speculations like could / might  here!) STUDENT:
    If I had the possibility to go back in time, I would try to focus my efforts into becoming a pilot with the final objective of becoming an astronaut.
    I might have actually attempted to follow this passion of mine if it was not for my parents who are scared of flying...
    and made it very clear that, if I was to flight, they would be in a constant state of alert and fear.
    (okay, I exaggerated a bit, but it was just to show off some language)",0.401344507,0.533327442
56423,"TEACHER:
    Excellent!
    Just one objection. Third conditional: I might have attempted, it it ___ ___ ___ for my parents (because it's in past)
    *in the past STUDENT:
    if it were not for my parents?",0.964258656,0.996747238
56424,"TEACHER:
    if it had not been!
    The pure third conditional is 'past perfect, if would / might / could have V3' STUDENT:
    okay..I guess I'll have to check it again..",0.979896421,0.429579245
56425,"TEACHER:
    I'll make a note, if we've got some time left, we can do a bit of third conditional practice in June
    But otherwise great!
    Ok, are you ready for the weird one?
    How important is the internet for you? STUDENT:
    I must say I was expecting a weirder question...",0.757382583,0.974555106
56426,"TEACHER:
    Really? I've got to up my game :) I thought this was weird! STUDENT:
    The internet is fundamental for me: sometimes I am scared when thinking about how much of my activities rely on it: from working, to listening to music and shopping...",0.955278206,0.259469918
56427,"TEACHER:
    The best answer to this would be, 'Excuse me, inte... what?'
    Sorry, go on! STUDENT:
    I can hardly move a stone without connecting to some server to check how many steps I've taken today or using a neural network to try an identify the species of the insect that is strolling through my porch...
    Haha...Agreed! I'll write down that answer...
    Maybe 20 years ago...",0.554883468,0.567520793
56428,"TEACHER:
    No, don't write it down! :)) STUDENT:
    Nowadays even driving a car often relies on an internet connection, if not for the driving itself, at least for the directions",0.953393212,0.453638813
56429,"TEACHER:
    Love the vocabulary! brilliant!
    And you managed to avoid using the word 'important')) STUDENT:
    I was joking ;) Thank you! I must say that I should exercise a bit, as currently my words are stirred more by the will to produce outstanding English rather than saying what I mean to say haha
    But, as you said, the examiners don't know anything about me, they are there only to evaluate my English",0.492210276,0.947948007
56430,"TEACHER:
    Exactly! I wouldn't worry about truthfulness here! STUDENT:
    Good :) I guess I have to go now, right? What time in 2 weeks?
    I should be available again on Tuesday",0.842216247,0.631375948
56431,"TEACHER:
    Will Tuesday suit you?
    Tuesday June 8? STUDENT:
    Yes
    At 1 pm?",0.99083583,0.811147604
56432,"TEACHER:
    Lovely, at 1 pm?
    Yes, absolutely, because I won't have to reload the chatroom afterwards STUDENT:
    Perfect! See you then...enjoy the vacation!",0.999505998,0.912725915
56433,"TEACHER:
    Great, I'll speak to you then! Thank you :) STUDENT:
    And thank you!! Bye!!",0.97823271,0.985263269
56435,"STUDENT:
    hi
    I've just bought airpods for my money )",,
56436,"TEACHER:
    Hi <STUDENT>!
    Congratulations! STUDENT:
    thanks",0.992058641,0.94358021
56437,"TEACHER:
    You bought them with your pocket money you mean? STUDENT:
    yes",,0.790438354
56438,"TEACHER:
    Very cool! STUDENT:
    yeah:)",,0.934857035
56439,"TEACHER:
    Do you listen to music? or maybe podcasts / audiobooks? STUDENT:
    I listen to music, and it is betrer to talk to friends with them
    *better",,0.999481617
56440,"TEACHER:
    Do you mean when you video call your friends? STUDENT:
    not only video call
    just to talk with them",0.98719332,0.999004881
56441,"TEACHER:
    Why do you need airpods to talk to your friends? :) STUDENT:
    it is easier
    for example
    I want to play or just to talk to my friends
    and I need headphones
    but I also need to charge my phone
    I can't do that in the same time
    but now I can",0.984971037,0.999056666
56442,"TEACHER:
    Oh, I see, that makes sense. You don't have to carry your phone around all the time now? STUDENT:
    no",0.992367911,0.765039617
56443,"TEACHER:
    Ok, <STUDENT>. What's the word for something we do all the time because we're used to it? It's a h---- STUDENT:
    thw hole for the charger and headphones is the dame
    *same
    there can't be to things inside of it)
    habit",,0.511743431
56444,"TEACHER:
    Aah, now I'm with you re: headphones / charger STUDENT:
    yes",0.999249715,0.713453217
56445,"TEACHER:
    Yes, a habit
    Remember we were talking about 'used to do' vs. 'be used to doing'?
    I used to do it = I did it in the past, but no more STUDENT:
    yeah",,0.534440272
56446,"TEACHER:
    I'm used to doing it = it's my habit, I do it all the time STUDENT:
    I remember",,0.533530968
56447,"TEACHER:
    Ok, can you change these sentences using 'used to do' and 'be used to doing', please?
    or 'get used to doing'
    I think I will very soon develop a habit of wearing my aipods all the time! STUDENT:
    I used to use usual headphones
    hehe
    But now I think I will get used to using them all the time",0.64943386,0.992385307
56448,"TEACHER:
    Well done!
    this one is about me
    In the past, I walked everywhere. But recently I have developed a habit of cycling to places. STUDENT:
    nice",0.376845042,0.543156173
56449,"TEACHER:
    could you change it, please? STUDENT:
    I used to walk everywhere
    But now I used to cycling everywhere",,0.328420381
56450,"TEACHER:
    The first one is correct, but something's missing in the second one STUDENT:
    I am used!",0.342201558,0.535284089
56451,"TEACHER:
    Yes! :)
    Next one
    In the past, I was often late for things. But now I’m in the habit of leaving the house early and arriving on time. STUDENT:
    I used to be late for things
    But now I am used to leaving the house early",0.726494348,0.999393038
56452,"TEACHER:
    Well done!
    another one
    In the past, I ate a lot of chocolate. And I’m still in the habit of eating chocolate every day! STUDENT:
    I used to eat a lot of chocolate
    And I am still used to eating chocolate every day!",0.630536358,0.999494028
56453,"TEACHER:
    uh-uh! Caught you! STUDENT:
    where",0.764205169,0.815938563
56454,"TEACHER:
    The situation hasn't changed, has it? So we can't use 'I used to eat chocolate' because I still eat loads of it! STUDENT:
    okay",,0.461043788
56455,"TEACHER:
    We can say, I've always been eating a lot of chocolate / I'm used to eating lots of chocolate
    It started in the past and it's still true!
    What about your habits? I bet you've got a lot of positive habits because you're very organized and get so many things done! STUDENT:
    I am used to using my phone to much wgen I am doing my homework
    It is a bad habjt",,0.617800841
56456,"TEACHER:
    Ah, yes, it's a big distraction! STUDENT:
    I am used
    oy
    I am used to making",0.901908855,0.83863563
56457,"TEACHER:
    That's because phones are so good at getting our attention! STUDENT:
    myself writing all the homework to my dairy (schoil dairy )
    oops
    not dairy",0.800285702,0.24739608
56458,"TEACHER:
    Aha, that sounds like a very positive habit! STUDENT:
    diary",0.84999615,0.747696652
56459,"TEACHER:
    diary))) STUDENT:
    yes",,
56460,"TEACHER:
    yes, dairy products are those that are made of milk) STUDENT:
    but everyone are asking about the homework every day",,0.556677572
56461,"TEACHER:
    you're used to writing your homework ___ in your diary STUDENT:
    I know
    out ?",0.979718319,0.596388211
56462,"TEACHER:
    down
    write something down STUDENT:
    aaaa
    I understand",0.812415813,0.610847104
56463,"TEACHER:
    I'm sure you've heard it before STUDENT:
    yes",0.703983448,0.843818388
56464,"TEACHER:
    What are some other good habits that you have? Oh maybe a new habit that you've developed?
    I got used to recycling, for example STUDENT:
    I used to bring a lot of seashells from the sea on the holidays , but now I don't",,0.063463527
56465,"TEACHER:
    Aww, I still do that! :)
    Good example! STUDENT:
    I am used to going to slepp
    *sleep very lately",0.593247601,0.651263175
56466,"TEACHER:
    Very late?
    lately = recently STUDENT:
    late
    I didn't know",0.99707734,0.998947754
56467,"TEACHER:
    Ah, yes, it's a teenage thing :)
    I'm old, so I go to sleep early :)
    I'm used to getting 8 hours of sleep. If I don't get enough sleep, I'm tired and grumpy the next day! STUDENT:
    you're not old",0.972473153,0.969852979
56468,"TEACHER:
    No, not very old yet, thank you :) STUDENT:
    heh",0.996752119,0.604908009
56469,"TEACHER:
    What about recycling? Do you think recycling can become a habit for people in Ukraine? STUDENT:
    7-8 hours it is not enough for me(((
    I think it can
    and I would love it so much",,0.92406679
56470,"TEACHER:
    No, you probably need 9-10 hours of sleep, right? STUDENT:
    yes",0.955672704,0.473208606
56471,"TEACHER:
    Definitely! I know people didn't use to recycle, but maybe this situation has changed? STUDENT:
    yes
    For example , in Italy there are a lot of different bins for recycling",,0.94471079
56472,"TEACHER:
    Yes, sure. Are there recycling bins in Ukraine now? I haven't been there for about 4 years now! STUDENT:
    wow
    that's a lot
    I saw some
    It is not enough",0.99936793,0.249687325
56473,"TEACHER:
    They are not available everywhere? STUDENT:
    yes",0.449626972,0.603734503
56474,"TEACHER:
    I see! That's a shame! Hopefully, this can change soon! STUDENT:
    nea r my house there some bins like 'plastic paper wood and glass' and 'organical'
    I hipe too
    *hope",,0.540482635
56475,"TEACHER:
    aha, organic waste STUDENT:
    yes",0.992531551,0.854277358
56476,"TEACHER:
    Just to go back for a moment STUDENT:
    okie",,0.84767296
56477,"TEACHER:
    I'm __ the habit ___ having a cup of coffee every morning' STUDENT:
    in , of?",,0.662828517
56478,"TEACHER:
    yes, correct!
    I ____ a habit of drinking a cup of coffee' = got used to doing it
    we need a verb in the gap STUDENT:
    have
    oy no
    used to have",0.778199639,0.873637416
56479,"TEACHER:
    ah, I'm actually looking for a verb to go with 'habit'
    We can start a habit / develop a habit or have a habit
    start and develop - if it's a new habit STUDENT:
    have goes with habit",0.687659307,0.998913406
56480,"TEACHER:
    Yes, it does! STUDENT:
    here it is bot to start of develop
    *not",0.329713122,0.606864394
56481,"TEACHER:
    Yes, correct! Either of them would work
    Ok, <STUDENT>, I'll let you go. Have a lovely weekend!
    Talk to you on Tuesday STUDENT:
    okie, bye!",0.3472139,0.987949458
56957,"STUDENT:
    Hello!",,
56958,"TEACHER:
    Hi <STUDENT>!
    How's it going? STUDENT:
    Everything good thank you :) How about you?",,0.748656688
56959,"TEACHER:
    Good, thank you! The lockdown's been getting to me this week though... STUDENT:
    Oh, I am sorry about that...do you know how long will it last?",0.926140531,0.851903388
56960,"TEACHER:
    Well, schools are re-opening next Monday, which is some normality I suppose. And I'll be able to see other people at pick-up and drop-off!
    We bought a new car a few weeks ago, but we aren't allowed to go anywhere until March 29
    Which is going to be the second phase of unlocking STUDENT:
    Well, school is a start..to think that now we are counting on the opportunity to see other parents when bringing children to school...",0.970612781,0.84975775
56961,"TEACHER:
    I know, goodness! Just to see other human beings! STUDENT:
    I see...here things are more relaxed now, but you need to do a quick test for almost everything...for istance, if I want to go to the office, I have to test every second day.",0.968778521,0.333542061
56962,"TEACHER:
    I'm very lucky to be locked down with a family, of course. I can't imagine what it's like for single people! STUDENT:
    I agree on that one..sometimes I wish for some silence but, to be honest, I believe people living alonge have it much harder...",0.35755444,0.858674149
56963,"TEACHER:
    Hmm, interesting! The country must be well stocked up on instant tests
    Have you been going to the office?
    Yes, you seem way ahead in terms of being out of lockdown! They haven't even offered a timeframe on the return to offices here STUDENT:
    Yes, they are aiming at doing 3 million per week or so, in a country with something like 8.5 million inhabitants.",0.333788218,0.717778515
56964,"TEACHER:
    Is that all? I thought Austria had a bigger population!
    There are about 66 million in the UK STUDENT:
    So far I didn't go: it has opened starting today, but I couldn't get the test done...my wife had the astrazeneca vaccine and suffered from a bad fever as a side effect...
    so the last three days were intense ;)",0.971957556,0.094383795
