,id,conversation_id,text,conv1,conv2,LCS,conv1_len,conv2_len,cos,human_int_mean,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int
3699,63505,180,teacher: because of 'can i have the information'  student: ah! i see now thank you    student: i understand now. thank you.,because of 'can i have the information',ah! i see now thank you,1,7,6,0.032889416,2,2,3,1,1,0,3,3,2,2
3700,66892,163,teacher: because of the pandemic?  student: it's like a war with covid now yes!    student: it is similar to a war with covid at present. yes.,because of the pandemic?,it's like a war with covid now yes!,0,4,8,0.627698947,2.666666667,2,3,3,3,2,2,3,8,3
3701,38985,83,teacher: because our next class is on wednesday! i didn't mean the weekend will last until wednesday  student: but i'm sure it'll be cool! i'm looking forward to our next lesson,because our next class is on wednesday! i didn't mean the weekend will last until wednesday,but i'm sure it'll be cool! i'm looking forward to our next lesson,2,16,13,0.842509694,2,2,3,4,3,1,1,3,1,3
3702,46022,27,teacher: because they're related to the world of work nowadays do you see?  student: languages yes i see,because they're related to the world of work nowadays do you see?,languages yes i see,0,12,4,0.174122063,0.666666667,2,3,4,4,4,2,3,3,2
3703,36433,92,"teacher: because we don't have a question word, like 'how old' or 'where' or 'when' makes sense?  student: aha","because we don't have a question word, like 'how old' or 'where' or 'when' makes sense?",aha,0,16,1,-0.047151864,1.333333333,3,3,3,4,1,2,4,2,1
3704,45855,154,"teacher: because what's important here is not that he might be old, but that he is older than you and with brothers/sisters, we use 'elder' instead of 'older'  student: ok.","because what's important here is not that he might be old, but that he is older than you and with brothers/sisters, we use 'elder' instead of 'older'",ok.,0,27,1,0.355343777,0.333333333,2,3,2,3,0,3,3,2,1
3705,65407,142,teacher: because you're smart :) i wanted to be a gryffindor! i find courage very important!  student: it is easy to understand what to answer to be at slytherin    student: it is straightforward to comprehend what to respond to be sorted into slytherin,because you're smart ) i wanted to be a gryffindor! i find courage very important!,it is easy to understand what to answer to be at slytherin,2,15,12,0.756399281,2.666666667,2,3,1,1,1,2,2,0,3
3706,38989,54,"teacher: been busy today?  student: today nurses told to me, my last quarantine day is 06th april. after that i can back home.",been busy today?,"today nurses told to me, my last quarantine day is 06th april. after that i can back home.",0,3,18,0.42115712,2,2,3,3,4,3,4,3,3,3
3707,39613,94,"teacher: before you travel, it's very important to ___ ___ your phone so that the batter doesn't run too low what phrasal verb goes in the gap?  student: charge on ?","before you travel, it's very important to ___ ___ your phone so that the batter doesn't run too low what phrasal verb goes in the gap?",charge on ?,0,26,3,0.33897923,2.333333333,2,3,2,2,0,3,1,0,3
3708,35807,30,"teacher: bit more formal than some phrases but still you'll hear these words a fair bit  student: so the example i wrote is not correct, is it?",bit more formal than some phrases but still you'll hear these words a fair bit,"so the example i wrote is not correct, is it?",0,15,10,0.595027296,2,2,3,4,,0,2,3,3,3
3709,66916,163,"teacher: black pudding oh no, not black pudding :)))  student: actually i don't like, even hate it here yes! i like black pudding ))))))) sorry )) but it's rare thing i think    student: actually, i do not enjoy black pudding. however, i do like it. i apologize for my previous statement. but it is not commonly found. i believe so.","black pudding oh no, not black pudding )))","actually i don't like, even hate it here yes! i like black pudding ))))))) sorry )) but it's rare thing i think",2,8,22,0.322825164,3,2,3,4,4,3,2,3,3,4
3710,58598,195,"teacher: books are too expensive, people don't buy them and bookshops go out of business  student: yes!    student: affirmative.","books are too expensive, people don't buy them and bookshops go out of business",yes!,0,14,1,0.179042025,1.666666667,2,3,3,3,0,2,3,0,1
3711,65861,205,"teacher: boris is going to talk to the people on monday haha, thank you! but! hairdressers will only re-open later. so children will go to school with diy haircuts))) including <teacher's child>  student: )))","boris is going to talk to the people on monday haha, thank you! but! hairdressers will only re-open later. so children will go to school with diy haircuts))) including <'s child>",))),0,31,1,0,1.666666667,2,3,4,4,0,0,3,1,3
3712,65822,205,"teacher: branch out = good business word; to start to do something different from what you usually do for example, if you now opened an alma bakery for students to go to after classes, that would be branching out yes, it comes from the idea of branches of a business  student: i see the webinar was about two weeks ago and i didn't watch the third part when i had access    student: the webinar was two weeks ago and i didn't watch the third part when i had access.","branch out = good business word; to start to do something different from what you usually do for example, if you now opened an alma bakery for s to go to after classes, that would be branching out yes, it comes from the idea of branches of a business",i see the webinar was about two weeks ago and i didn't watch the third part when i had access,1,49,20,0.089509737,2.333333333,1,3,1,1,1,1,4,0,2
3713,58539,212,"teacher: branch out, staff, upside, downside, quaint, to browse, affordable / unaffordable, to get rid of  student: are they from my list?? )    student: are they on my list?","branch out, staff, upside, downside, quaint, to browse, affordable / unaffordable, to get rid of",are they from my list?? ),0,15,6,0.19032261,1.333333333,2,3,3,3,2,1,2,0,3
3714,53832,168,"teacher: british council was the only one that offered cpe at the time, but grade might do it now too  student: now there are plenty    student: nowadays, there are quite a few options available.","british council was the only one that offered cpe at the time, but grade might do it now too",now there are plenty,1,19,4,0.289415667,2.333333333,2,3,2,3,0,0,2,0,3
3715,59683,125,teacher: building new roads does a lot of damage to the forests in the area something like that __ a mistake  student: make    student: please complete the assigned task.,building new roads does a lot of damage to the forests in the area something like that __ a mistake,make,0,20,1,0.320123316,2,2,3,1,1,2,1,2,2,3
3716,59032,131,teacher: but 'everything' refers to 'things' more. i like to buy everything in advance  student: so we can use all as a pronoun if after it we have like description    student: i see. we can use all as a pronoun if it is followed by a description,but 'everything' refers to 'things' more. i like to buy everything in advance,so we can use all as a pronoun if after it we have like description,1,13,15,0.829646174,2.666666667,2,3,3,,1,1,3,1,4
3717,65699,166,"teacher: but 'i have a few friends' means i have some friends, there's a positive meaning there is a difference between 'few' and 'little'!  student: ok.","but 'i have a few friends' means i have some friends, there's a positive meaning there is a difference between 'few' and 'little'!",ok.,0,23,1,0.347691488,1.333333333,2,3,3,3,1,3,2,0,2
3718,56386,258,teacher: but 'to loan' means 'to lend'  student: (i hope i'm not making up an expression) oh...okay    student: okay.,but 'to loan' means 'to lend',(i hope i'm not making up an expression) oh...okay,0,6,9,0.627891796,1,2,3,4,3,2,1,2,1,2
3719,63509,180,teacher: but after that you need a different word order  student: i see    student: i understand now.,but after that you need a different word order,i see,0,9,2,0.627891796,0.666666667,2,3,2,2,0,3,3,0,1
3720,56987,211,"teacher: but again, the skill for the speaking task is to talk at length in a way that shows off your language on any topic. the good news is, you don't ever have to be truthful, just whatever gives your english a chance to shine! for example, i wouldn't really describe myself as gregarious, but it was the first c2 word that came to my mind, and i went with it  student: haha, i know...this reminds me of hugh laurie, when he auditioned for dr house he lied about where he was staying, because he felt like 'chicago' was too difficult to say with an american accent (i believe it was chicago) i see...well, if latin words are a plus, it shouldn't be difficult for me...    student: i know. it reminds me of hugh laurie. when he auditioned for dr house, he lied about where he was staying because he thought saying 'chicago' with an american accent was hard. i think it was chicago. i understand. if latin words are a good thing, it shouldn't be hard for me.","but again, the skill for the speaking task is to talk at length in a way that shows off your language on any topic. the good news is, you don't ever have to be truthful, just whatever gives your english a chance to shine! for example, i wouldn't really describe myself as gregarious, but it was the first c2 word that came to my mind, and i went with it","haha, i know...this reminds me of hugh laurie, when he auditioned for dr house he lied about where he was staying, because he felt like 'chicago' was too difficult to say with an american accent (i believe it was chicago) i see...well, if latin words are a plus, it shouldn't be difficult for me...",2,70,54,-0.199095738,3,2,3,2,4,0,2,3,1,4
3721,58655,249,"teacher: but also metaphorically, he forgot what he was going to say and made a mess of his presentation do you know 'make an excuse'?  student: like ?    student: can you explain how to say ""apologize"" in russian?","but also metaphorically, he forgot what he was going to say and made a mess of his presentation do you know 'make an excuse'?",like ?,0,24,2,0.612457218,2.333333333,2,3,3,3,0,1,3,0,2
3722,63360,117,"teacher: but dithering is like, 'soup or sandwich for lunch?' 'soup or sandwich' to be or not to be)))  student: )))","but dithering is like, 'soup or sandwich for lunch?' 'soup or sandwich' to be or not to be)))",))),0,18,1,0,2,2,3,4,4,0,2,1,2,2
3723,66890,163,"teacher: but he does. he wants to be a politician  student: i don't know about the other his books, but i really like this one the others books?    student: i am not aware of boris' other books, but i am quite fond of this one.",but he does. he wants to be a politician,"i don't know about the other his books, but i really like this one the others books?",1,9,17,0.627891796,2.333333333,2,3,2,3,2,0,2,0,3
3724,53195,84,"teacher: but i bet you've seen it in israel?  student: no, there is not starbucks in israel and ukraine:(    student: unfortunately, starbucks is not available in israel and ukraine:(",but i bet you've seen it in israel?,"no, there is not starbucks in israel and ukraine(",1,8,9,0.713049157,3.666666667,2,3,3,3,4,3,2,2,3
3725,66882,163,"teacher: but i didn't think about that before! yes, brodsky too! despite the fact that russia put him in prison and then sent him out of the country  student: sure!! strange people    student: yes, that is correct. thank you.","but i didn't think about that before! yes, brodsky too! despite the fact that russia put him in prison and then sent him out of the country",sure!! strange people,0,27,3,0.640723216,3.333333333,2,3,4,4,2,2,3,1,2
3726,66152,80,teacher: but i haven't been in any of them :)  student: why? you don't really need it?    student: why haven't you been in any of them? is it because you don't really need it?,but i haven't been in any of them ),why? you don't really need it?,0,9,6,0.644415848,2.333333333,2,3,3,3,1,0,3,0,3
3727,39061,110,"teacher: but i prefer it with ukrainian sour cherries, not the sweet cherries that we have here  student: did you make it yourself?","but i prefer it with ukrainian sour cherries, not the sweet cherries that we have here",did you make it yourself?,1,16,5,0.768879069,2.333333333,2,3,3,4,0,0,3,3,2
3728,53830,168,"teacher: but i think a computer-based one allows you to drag-and-drop paragraphs, which can also be quite visually helpful i don't know what it's like in kyiv now! i sat the paper-based one, but it was, like 10 years ago now  student: that would be great if they do it    student: it would be nice if they implement such a feature.","but i think a computer-based one allows you to drag-and-drop paragraphs, which can also be quite visually helpful i don't know what it's like in kyiv now! i sat the paper-based one, but it was, like 10 years ago now",that would be great if they do it,1,40,8,0.79831311,2.666666667,2,3,3,3,3,1,3,0,3
3729,65408,142,"teacher: but i'm a hufflepuff according to this quiz yes, it's pretty transparent still fun  student: i think you are on hufflepuff too)    student: i think you are in hufflepuff too.","but i'm a hufflepuff according to this quiz yes, it's pretty transparent still fun",i think you are on hufflepuff too),1,14,7,0.627891796,2.666666667,2,3,3,3,2,1,None,2,3
3730,66244,152,teacher: but i'm careful about this now  student: )),but i'm careful about this now,)),0,6,1,0,1.666666667,2,3,2,3,0,0,2,4,2
3731,58307,214,"teacher: but i'm not terribly surprised. the royals are not the easiest family to marry into, especially for someone who is used to being an independent woman like meghan was yes, it's hard to say, isn't it! i'm actually much more shocked by something else  student: i'm sorry for meghan if she feels so bad about the story, but i don't know if she is (truthful)?    student: i apologize if meghan is upset about the story, but i am unsure if she is being honest.","but i'm not terribly surprised. the royals are not the easiest family to marry into, especially for someone who is used to being an independent woman like meghan was yes, it's hard to say, isn't it! i'm actually much more shocked by something else","i'm sorry for meghan if she feels so bad about the story, but i don't know if she is (truthful)?",1,44,20,0.295164632,3.333333333,2,3,1,1,0,2,3,0,3
3732,66430,119,teacher: but i've told you all about that))  student: yes,but i've told you all about that)),yes,0,7,1,0.422683334,1,2,3,2,3,1,0,1,4,2
3733,53910,177,"teacher: but if a person leaves their job because they want to become a pensioner and not work anymore, the verb is 'to retire'  student: ok! i see    student: alright, i understand.","but if a person leaves their job because they want to become a pensioner and not work anymore, the verb is 'to retire'",ok! i see,0,23,3,0.347691488,3,2,3,4,4,2,2,4,3,2
3734,58342,214,"teacher: but if it's non-fiction, it's about history, science etc. what actually happened / what is actually true ok, cool!  student: i see    student: i understand","but if it's non-fiction, it's about history, science etc. what actually happened / what is actually true ok, cool!",i see,0,19,2,0.627891796,1.666666667,2,3,2,2,0,2,2,4,1
3735,65505,134,"teacher: but if you wanted to keep 'having lost my glasses', it would be something like 'having lost my glasses, i was struggling to read' because i lost my glasses, not 'it' you need the same subject in them  student: i see...so there was not way to simply 'correct' the word 'it'.    student: i understand now. there was no way to simply correct the word 'it'.","but if you wanted to keep 'having lost my glasses', it would be something like 'having lost my glasses, i was struggling to read' because i lost my glasses, not 'it' you need the same subject in them",i see...so there was not way to simply 'correct' the word 'it'.,1,38,12,0.627891796,3,2,3,4,4,2,2,1,4,3
3736,56985,211,"teacher: but in key word transformation, only the necessary paraphrasing!  student: okay! it is so difficult for me to talk about my free time i mean, in the current situation...    student: it's hard for me to talk about my free time right now.","but in key word transformation, only the necessary paraphrasing!","okay! it is so difficult for me to talk about my free time i mean, in the current situation...",1,9,19,0.235573864,2,2,3,4,4,2,2,2,None,2
3737,22587,188,teacher: but in russian the short word means 'economical' and the long one means 'economic'))  student: zaoshchadlivyi and economichnyi,but in russian the short word means 'economical' and the long one means 'economic')),zaoshchadlivyi and economichnyi,1,14,3,0.581321337,1,2,3,3,2,0,2,3,1,2
3738,47229,143,"teacher: but in this case, they shave chocolate :)))  student: but here..","but in this case, they shave chocolate )))",but here..,1,8,2,1,1,2,3,3,4,2,2,3,1,2
3739,65700,166,teacher: but it's about whether the noun is countable or uncountable i have a few friends and a little money friends uncountable noun  student: a few != some?    student: a few is not equal to some?,but it's about whether the noun is countable or uncountable i have a few friends and a little money friends uncountable noun,a few != some?,2,22,4,0.527357927,2.666666667,2,3,4,4,1,0,2,2,3
3740,35724,77,teacher: but it's great because for example you get one youtube video and hundreds of comments and they all naturally use a whole range of language to describe the same thing you know? it's like a mini-corpus! yes nothing special - i just mean on e.g. youtube videos or newspaper websites (where they have comment sections after opinion pieces for example)  student: ahh now i see what you mean,but it's great because for example you get one youtube video and hundreds of comments and they all naturally use a whole range of language to describe the same thing you know? it's like a mini-corpus! yes nothing special - i just mean on e.g. youtube videos or newspaper websites (where they have comment sections after opinion pieces for example),ahh now i see what you mean,1,60,7,-0.174481243,1.666666667,2,3,4,4,3,3,3,0,4
3741,63426,117,teacher: but it's not used in the same way as a quarantine at school  student: i will 0\    student: i will.,but it's not used in the same way as a quarantine at school,i will 0\,0,13,3,0.627891796,1.333333333,1,3,3,3,0,0,2,3,1
3742,53926,177,"teacher: but norman threw her out because he said he was just waiting 'for the other shoe to drop'? yes, i remember. he ruined everything!  student: and his daughter go away and the woman too because of his behavior    student: consequently, his daughter and the woman also departed due to his actions.","but norman threw her out because he said he was just waiting 'for the other shoe to drop'? yes, i remember. he ruined everything!",and his daughter go away and the woman too because of his behavior,1,24,13,0.581321337,2.666666667,2,3,4,4,2,2,3,3,3
3743,45952,7,teacher: but not 'as a team' just for yourself!  student: i understand,but not 'as a team' just for yourself!,i understand,0,8,2,0.627891796,0.333333333,2,3,2,2,2,0,2,3,2
3744,36078,12,"teacher: but of course you can say them how you like <student>! (as in with an /r/ if you like - i'm just pointing it out for understanding! and americans and many other english speakers do say it with an /r/ (but not generally in e.g. cambridge - sorry just caught your last comment...that's funny! i like the idea of you telling english peopel who don't pronounce the /r/ that they're speaking a dialect! it's standard for most english people especially in the south and this is often regarded as having the neutral english accent - do you see? that's great you can read the symbols by the way - very useful now i can write more stuff!  student: i see, in japan there are a lot of dialect, but in the uk, there are many kinds of accent...",but of course you can say them how you like <>! (as in with an /r/ if you like - i'm just pointing it out for understanding! and americans and many other english speakers do say it with an /r/ (but not generally in e.g. cambridge - sorry just caught your last comment...that's funny! i like the idea of you telling english peopel who don't pronounce the /r/ that they're speaking a dialect! it's standard for most english people especially in the south and this is often regarded as having the neutral english accent - do you see? that's great you can read the symbols by the way - very useful now i can write more stuff!,"i see, in japan there are a lot of dialect, but in the uk, there are many kinds of accent...",2,117,20,0.627891796,2.666666667,2,3,4,3,1,1,3,3,3
3745,64369,20,teacher: but ok ...lets try a sentence with the word 'source' ...hold on so can you explain exactly tbe same information but this time beginning with the word coal?' take a minute if you need it!  student: let me think 5555ok    student: i need a moment to think.,but ok ...lets try a sentence with the word 'source' ...hold on so can you explain exactly tbe same information but this time beginning with the word coal?' take a minute if you need it!,let me think 5555ok,0,35,4,0.518061926,3.666666667,2,3,2,2,0,2,4,3,2
3746,66215,80,"teacher: but originally it's a yummy dessert, similar to ukrainian 'zefir'  student: i know it is tasty    student: i am aware that it is tasty.","but originally it's a yummy dessert, similar to ukrainian 'zefir'",i know it is tasty,0,10,5,0.627891796,1.666666667,None,3,4,4,2,2,3,2,3
3747,47211,143,teacher: but other vaccines are injections (jabs)  student: really? it's a spray?,but other vaccines are injections (jabs),really? it's a spray?,0,6,4,0.655760261,1.333333333,2,3,3,3,0,3,2,2,3
3748,59796,231,"teacher: but otherwise, all correct! well done you!  student: thank you next?    student: thanks what's next?","but otherwise, all correct! well done you!",thank you next?,0,7,3,0.233855176,2.666666667,2,3,4,4,1,3,2,2,2
3749,53952,177,"teacher: but sandy is divorced. he and his ex-wife can't have been very happy together and of course, could / might / may are used for everything in between  student: ex-wives )    student: ex-wives are involved.","but sandy is divorced. he and his ex-wife can't have been very happy together and of course, could / might / may are used for everything in between",ex-wives ),0,28,2,0.184974393,2,None,3,3,4,0,2,3,4,2
3750,66884,163,"teacher: but talented authors it's ok, it's fun to talk!  student: it was literaturnaya minutka )))))    student: it was a literary minute )))))","but talented authors it's ok, it's fun to talk!",it was literaturnaya minutka ))))),0,9,5,0.794304332,3.666666667,2,3,4,4,1,0,3,3,3
3751,59314,219,"teacher: but the knock-on effect of reviving the forest goes beyond restoring wildlife' which means that the paragraph should talk about... restoring wildlife  student: oh, in that case it's e    student: the answer is e.",but the knock-on effect of reviving the forest goes beyond restoring wildlife' which means that the paragraph should talk about... restoring wildlife,"oh, in that case it's e",1,22,6,0.176063426,2.333333333,2,3,3,2,0,0,3,2,3
3752,39314,74,teacher: but the light's at the end of the tunnel right?  student: i don't see much light at the moment to be hones hah honest,but the light's at the end of the tunnel right?,i don't see much light at the moment to be hones hah honest,2,10,13,0.627891796,2.333333333,2,3,2,3,1,2,3,1,3
3753,45976,7,"teacher: but the person answering wouldn't say: i also want to see my friends - they'd say (the native speaker!) : i want to see my friends too/as well... yes there's loads of littel things little  student: i understand, very interesting",but the person answering wouldn't say i also want to see my friends - they'd say (the native speaker!)  i want to see my friends too/as well... yes there's loads of littel things little,"i understand, very interesting",1,34,4,0.627891796,1,2,3,4,3,1,2,3,3,3
3754,47250,143,"teacher: but the royals don't scrimp on dessert, which means that they eat a lot of it, no saving a holly tree is a spiky tree with pretty leaves and red berries it's used as christmas decoration  student: ah! sure! i know it! ) thank you!!!","but the royals don't scrimp on dessert, which means that they eat a lot of it, no saving a holly tree is a spiky tree with pretty leaves and red berries it's used as christmas decoration",ah! sure! i know it! ) thank you!!!,0,36,8,0.074256243,1,2,3,2,3,0,3,4,2,3
3755,39001,54,teacher: but the use of articles (the/a) is a grammar point that you should improve too - it will help your score...here we go....hold on!  student: ok,but the use of articles (the/a) is a grammar point that you should improve too - it will help your score...here we go....hold on!,ok,0,24,1,0.347691488,1,2,3,4,2,0,2,2,3,2
3756,63508,180,"teacher: but then you add 'can i have the information as to' which sounds much nicer, i agree with you  student: my thoughts aren't fast )    student: my thoughts are not quick enough.","but then you add 'can i have the information as to' which sounds much nicer, i agree with you",my thoughts aren't fast ),0,19,5,0.470838635,2.333333333,2,3,3,3,2,1,3,1,2
3757,54017,159,"teacher: but there's more! snow has turned into freezing rain! yuck even peppa wouldn't enjoy this! too cold  student: oh, no!    student: oh, great.",but there's more! snow has turned into freezing rain! yuck even peppa wouldn't enjoy this! too cold,"oh, no!",0,17,2,0.176063426,2.333333333,2,3,4,3,0,0,3,0,2
3758,66271,152,teacher: but they still are as much effective as the lessons at school  student: at first i've written like that    student: i have written it like that initially.,but they still are as much effective as the lessons at school,at first i've written like that,1,12,6,0.450320864,2.333333333,2,3,4,3,3,2,3,2,3
3759,58999,131,"teacher: but this is the correct use, absolutely! apart from the verb)))  student: actually, i don't know really about the winter, but now it's quite warm for this time of the year    student: i don't know much about winter, but it's warmer than usual right now.","but this is the correct use, absolutely! apart from the verb)))","actually, i don't know really about the winter, but now it's quite warm for this time of the year",1,11,19,0.671575306,2.666666667,2,3,4,,2,2,2,4,3
3760,59030,131,"teacher: but we can say, 'we have everything we need here. the food and the internet connection :)'  student: it's right using? but the internet at first )    student: is it correct to use the internet initially?","but we can say, 'we have everything we need here. the food and the internet connection )'",it's right using? but the internet at first ),2,17,9,0.555304521,2.333333333,2,3,4,,3,2,3,4,3
3761,45841,154,"teacher: but we enjoyed a local dvd shop there :) ok, <student>, shall we have a look at b2 writing part 2?  student: ok.","but we enjoyed a local dvd shop there ) ok, <>, shall we have a look at b2 writing part 2?",ok.,0,21,1,0.347691488,0.333333333,2,3,2,2,0,1,3,3,1
3762,39342,74,teacher: but we use the weak form (the 'schwa' remember?) and it sounds weird otherwise so in writing this is represented as 'ya'  student: yes,but we use the weak form (the 'schwa' remember?) and it sounds weird otherwise so in writing this is represented as 'ya',yes,0,22,1,0.422683334,1.333333333,2,3,4,3,1,1,3,0,2
3763,66908,163,"teacher: but yes, ukrainian / italian / french cuisine and english cuisine  student: ok!","but yes, ukrainian / italian / french cuisine and english cuisine",ok!,0,11,1,0.347691488,2.666666667,2,3,4,4,0,1,2,1,2
3764,64323,126,"teacher: but yes, we call it 'chernobyl tragedy' in ukraine. it happened a year before i was born  student: there are a lot of heros in the tragedy.    student: there were many individuals who acted heroically during the tragedy.","but yes, we call it 'chernobyl tragedy' in ukraine. it happened a year before i was born",there are a lot of heros in the tragedy.,1,17,9,0.725700933,3.333333333,2,3,4,4,1,3,3,3,3
3765,66242,152,"teacher: but you can't skip saint nicholas day, especially when <student's child> starts school because all children will get presents)))  student: yes )    student: yes.","but you can't skip saint nicholas day, especially when <'s child> starts school because all children will get presents)))",yes ),0,19,2,0.422683334,1.333333333,2,3,4,3,0,2,3,1,1
3766,66870,163,"teacher: but you know, people like to think about fantasy things)) oh, have you read moby dick?  student: no ))    student: no.","but you know, people like to think about fantasy things)) oh, have you read moby dick?",no )),0,16,2,0.713049157,2.666666667,2,3,4,4,0,0,4,0,2
3767,45843,154,"teacher: but, depending on the situation, your writing has to be a bit different. for example, if it's an email to a friend, you probably want to start with 'hi &lt;friend's name&gt;.' and end with 'best wishes, <student>' or something like that and if it's an article, you don't have to do any of these, you basically write an essay just like in part 1, it's important to answer all the questions that the task gives you  student: ok.","but, depending on the situation, your writing has to be a bit different. for example, if it's an email to a friend, you probably want to start with 'hi &lt;friend's name&gt;.' and end with 'best wishes, <>' or something like that and if it's an article, you don't have to do any of these, you basically write an essay just like in part 1, it's important to answer all the questions that the task gives you",ok.,0,76,1,0.347691488,0.333333333,2,3,2,4,0,3,4,1,2
3768,66253,152,"teacher: but, for example, she asks him to leave several times and he just refuses!  student: an 'usual person'    student: he is an ordinary person.","but, for example, she asks him to leave several times and he just refuses!",an 'usual person',0,14,3,0.498201502,2.666666667,2,3,3,4,1,3,3,1,2
3769,64299,126,teacher: by agatha christie?  student: yes,by agatha christie?,yes,0,3,1,0.122595894,3.333333333,2,3,3,3,0,0,4,2,2
3770,35808,30,"teacher: by the way 'outnumber' was the last one - this is really common...as in e.g. males outnumber females in senior managemnt roles (or whatever!) sorry - which example are you saying wasn't correct?  student: i'll try to correct it... my team outscored yours last night before your examples, i wrote one",by the way 'outnumber' was the last one - this is really common...as in e.g. males outnumber females in senior managemnt roles (or whatever!) sorry - which example are you saying wasn't correct?,"i'll try to correct it... my team outscored yours last night before your examples, i wrote one",1,33,17,0.175355963,2,2,3,3,,2,2,3,1,2
3771,39430,52,"teacher: by the way ..you vcan save them and copy and paste your examples in our lesson tomorrow if you like ok?  student: yes, i like",by the way ..you vcan save them and copy and paste your examples in our lesson tomorrow if you like ok?,"yes, i like",1,21,3,0.122595894,1,2,3,3,4,1,3,3,0,2
3772,45970,7,"teacher: by the way do you use the internet much to keep up your english? e.g. youtube ..or netflix or something  student: yes, i try to watch things in english. i listen to bbc radio podcasts, ted talks, i watch series... my idea is to take the cambridge advanced exam in february so i have to work on it everyday... it's hard thoug +though",by the way do you use the internet much to keep up your english? e.g. youtube ..or netflix or something,"yes, i try to watch things in english. i listen to bbc radio podcasts, ted talks, i watch series... my idea is to take the cambridge advanced exam in february so i have to work on it everyday... it's hard thoug +though",1,20,42,0.122595894,2.666666667,3,3,3,3,3,3,3,3,4
3773,45961,7,teacher: by the way the fags one is more lower class than the booze one i'd say...  student: did you teach english all the time?,by the way the fags one is more lower class than the booze one i'd say...,did you teach english all the time?,1,16,7,0.311764623,1.333333333,3,3,4,3,0,0,2,2,3
3774,36059,12,"teacher: by the way, 'there weren't many people' is a more common order than 'not many people were there' um...'few' by itself doesn't give information about frequency how can you say the opposite? i.e. in winter there aren't many people but in summer...  student: i see. it sounds like 'few' is fewer than 'not many', but it's the same, right? in summer there are many people.","by the way, 'there weren't many people' is a more common order than 'not many people were there' um...'few' by itself doesn't give information about frequency how can you say the opposite? i.e. in winter there aren't many people but in summer...","i see. it sounds like 'few' is fewer than 'not many', but it's the same, right? in summer there are many people.",2,42,22,0.253131365,1.666666667,2,3,4,3,0,2,3,2,3
3775,58332,214,"teacher: by the way, harry calls her 'meg' in the interview (just to help with understanding when you're listening). and their little son is archie not a very common royal name at all :)  student: hahaha how old is he actually? ! year old?    student: how old is he? is he one year old?","by the way, harry calls her 'meg' in the interview (just to help with understanding when you're listening). and their little son is archie not a very common royal name at all )",hahaha how old is he actually? ! year old?,1,33,9,0.319845794,3.333333333,2,3,1,1,0,2,3,3,3
3776,54042,159,"teacher: by the way, to avoid using 'he or she', you can just use 'they' even for a singular noun a student hast to inform us... if they have to cancel  student: ah! ok!    student: oh, alright.","by the way, to avoid using 'he or she', you can just use 'they' even for a singular noun a  hast to inform us... if they have to cancel",ah! ok!,0,29,2,0.014417766,2.333333333,2,3,2,3,3,1,4,2,3
3777,63018,201,"teacher: bye :( sorry, i meant :)  student: byebye","bye ( sorry, i meant )",byebye,0,6,1,0,1.333333333,2,3,1,1,1,0,3,1,2
3778,47269,143,teacher: bye :)  student: bye ),bye ),bye ),2,2,2,1,0.333333333,2,3,2,4,2,2,1,3,2
3779,65710,166,teacher: bye!  student: bye!,bye!,bye!,1,1,1,1,1.333333333,2,3,3,3,0,3,3,0,1
3780,39449,52,teacher: bye..  student: thanks a lot bey,bye..,thanks a lot bey,0,1,4,0.254482371,0.666666667,2,4,3,4,3,2,1,2,2
3781,64289,126,"teacher: cambridge b2 first is a good exam to start with. it will really push you in all the four skills (reading, writing, speaking and listening)  student: great i will check it later    student: that's good. i will look into it later.","cambridge b2 first is a good exam to start with. it will really push you in all the four skills (reading, writing, speaking and listening)",great i will check it later,1,25,6,0.159477843,3.666666667,2,3,2,2,3,2,3,2,3
3782,64296,126,"teacher: cambridge is trying to make their exams as real-life as possible, which means that preparing for an exam does help with real life english speaking situations yes, of course  student: i really like reading fiction books. in english, i know there are a lot of good books, but i have difficult to read them.    student: i have difficulty reading fiction books in english, even though there are many good ones available.","cambridge is trying to make their exams as real-life as possible, which means that preparing for an exam does help with real life english speaking situations yes, of course","i really like reading fiction books. in english, i know there are a lot of good books, but i have difficult to read them.",1,29,24,0.084247954,3.333333333,2,3,4,4,4,2,3,1,3
3783,35727,77,"teacher: can i ask you to have a quick look at the youtube video now?  student: yes, sure... i like reading what english people write on my english friend's walls on facebook for example",can i ask you to have a quick look at the youtube video now?,"yes, sure... i like reading what english people write on my english friend's walls on facebook for example",1,14,18,0.352550421,3,3,4,4,3,2,1,3,0,2
3784,63510,180,teacher: can i have the information as to when you are...  student: ok!,can i have the information as to when you are...,ok!,0,10,1,0.294225765,1.666666667,2,3,1,1,0,3,2,4,1
3785,65762,9,teacher: can you delete one word to make it correct?  student: against??,can you delete one word to make it correct?,against??,0,9,1,0.282403399,2,2,3,2,2,1,1,3,4,3
