text,conversation_id,id,human_int_mean,human_int_var,58c62eac444ade00010231a9,59b536d60516f6000197c3f9,5ab15ab4c42b630001cd36fb,5ad63c167f70c10001904bc5,5b830542b0d72600018dc280,5bb2a0148f3bd70001e5633f,5c4b06903566570001309394,5c4c747aa123930001ac124f,5c6ed5ea21a3560001bd3758,5d2b153afa24ba00173e8ee0,5d2d98a9a0d896001a5d6e4f,5d7f460632ee8a0018dc7502,5d8346167ed176001888204d,5dc0856370d51c032949d2db,5de00d05988d7c0877eaa15a,5de440d3400de40285c01263,5de585e4040f535067ca331e,5df50a49a98a7a3924e4137e,5df63f3ce632e14403dfa80f,5df97fcd11d8796fd29e85e3,5e06667850221303e42bdfc4,5e1e3898753e43085dbc3d71,5e2d7770d70e4e367b8a6498,5e569011c0486f03a51801b5,5e7a5584718c83035a42519c,5ea59ae1ae3958000acc6400,5ea9c1f55ce96d106af147a7,5ec3b9e83f187802a6aa041e,5ecd7b06a1a9170e7806f51e,5ecfc4e722413102e68160ba,5ed22618dd85e700082b5de0,5edab4e9750d97142796d0fa,5eea650223990c15b6063ea8,5eecf91f87fdd30e01f700b8,5ef0b54037a90c618ad9e97f,5ef3efcb420ab11a45a0b8a6,5efd146921bf49159fe2d166,5f0559d1bc410b85707c58a3,5f0af097e7d15b3bf7734642,5f0d65ef2ad0c60009209f0f,5f117f2b69f65101263bf8d0,5f14dbbb791d175744d71a09,5f2196d2670e5a0a96f218de,5f233d7f53212b0e22bf055d,5f3161410f87706425490ae1,5f325435f0fc671a7434cabe,5f36cbc35fc3f70f6385f664,5f3e36440f2e8d0008474ef9,5f3e95436fa4350dadcfbfeb,5f4e13a9c6a7d0ae613da383,5f5e7de4c81d3672642cd612,5f600669b846780f0fe45709,5f73427f244c770277ba2a5d,5f770f1691d3f91d768299f3,5f7d002d141e4e1c0e84e98e,5f8f6afd0b55a11df912a5c9,5f983c66dabf130bee4502f7,5f99cee5a2a7d109a1624e10,5fa76304caa4374da116923a,5fa888dbc0c212750f986c9e,5fae9cb0444e590669418214,5fb7e27bfec8e14167bddfef,5fc60be0227abc1b525a09a8,5fd0c81fc79aef1882cbee94,5fd9c5c67fa7c74ec42bb318,5ffdf54a500d7740e02f3639,60056b8b5db9c8774719d1a8,601941db6605160008690742,602fb33786b077cdbad2d5bb,6030119a4403b3e1f92a756a,60317fc2c8f6320ecde4bcb3,603a293ee62ae15da2674441,603e8ed1b54e6cf4fafcaa1a,6043725293678f31ff8f8ae5,605f811bc336749dd9dddd1b,606b84e11527ce2103add0a5,6071d42438f4fc44ff6b54c5,60743bea7dd527ac14fef25b,607d3fb81fd7a5c65619ed88,60c8bfd9f42872e2d303cc67,60ef4642202c8520a37e19b5,60f88d7fef1959734061e5a7,6101885b0f3e7fdafc8fd5d1,6103a3ece71ab061d5624402,610a9f8ba0cf35614ecb2a8d,61126cd00f29b7c648dca793,61139bc8479c2861f52c4a71,611a78efa6c36a674dc40cc6,611a9f9591ef82d19cfc5db1,611ccab657532350bc9b78ee,612a87998958706392797405,613d091096ca434d703f77c5,614e848825ae648282115670,61693c754827d0e35885a4ea,6171b1bc917dfe828a3130dd,6341258618bd26e47d901d74,human_int,proc_text,int_mean,int_var,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int,mis7_int
"teacher: hi <student>! how are you?  student: fine thank you and you?    student: i'm alright, thank you. and yourself?",177,53890,3,1,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hi <student>! how are you?  student: fine thank you and you?    student: i'm alright, thank you. and yourself?",3,1,2,3,3,3,0,3,3,1,3,3
"teacher: hi <student>! how are you?  student: fine, thank you an you? and    student: i am doing well, thank you. and you?",117,63347,1.333333333,0.333333333,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,1,"teacher: hi <student>! how are you?  student: fine, thank you an you? and    student: i am doing well, thank you. and you?",1.333333333,0.333333333,2,3,2,2,2,1,3,0,3,1
"teacher: hi <student>! how are you?  student: fine, thank you how are you?    student: i am doing well, thank you. how are you feeling?",152,66221,2.666666667,0.333333333,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hi <student>! how are you?  student: fine, thank you how are you?    student: i am doing well, thank you. how are you feeling?",2.666666667,0.333333333,2,3,4,3,0,2,2,4,3,1
teacher: hi <student>! how are you?  student: good thank you. how about you?    student: i'm fine. how are you?,219,59285,2.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,teacher: hi <student>! how are you?  student: good thank you. how about you?    student: i'm fine. how are you?,2.333333333,1.333333333,2,3,4,4,3,3,3,1,2,3
"teacher: hi <student>! how are you?  student: great, thank you! how about you?    student: i am feeling fine, thank you! and how are you?",134,65471,1.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: hi <student>! how are you?  student: great, thank you! how about you?    student: i am feeling fine, thank you! and how are you?",1.333333333,1.333333333,2,3,4,4,0,3,4,2,3,1
teacher: hi <student>! how are you?  student: how are you? i'm good. it's raining cats and dogs right now in kyiv    student: how are you? i'm fine. it is currently raining heavily in kyiv.,254,67028,1.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: hi <student>! how are you?  student: how are you? i'm good. it's raining cats and dogs right now in kyiv    student: how are you? i'm fine. it is currently raining heavily in kyiv.,1.666666667,2.333333333,2,3,3,2,3,2,2,2,3,4
teacher: hi <student>! how are you?  student: i am fine and you?    student: i am doing well. how are you?,125,59642,1.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,1,teacher: hi <student>! how are you?  student: i am fine and you?    student: i am doing well. how are you?,1.333333333,1.333333333,2,3,2,2,0,3,3,3,2,3
teacher: hi <student>! how are you?  student: i'm fine! thank you. and you? i did part 1 of listening    student: i completed part 1 of the listening activity. how are you?,231,59779,3.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,teacher: hi <student>! how are you?  student: i'm fine! thank you. and you? i did part 1 of listening    student: i completed part 1 of the listening activity. how are you?,3.333333333,0.333333333,2,3,2,2,1,1,3,4,3,4
"teacher: hi <student>! how are you?  student: i'm fine, thank you    student: i am doing well, thank you.",131,58995,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi <student>! how are you?  student: i'm fine, thank you    student: i am doing well, thank you.",2,1,2,3,4,,1,2,2,2,2,3
teacher: hi <student>! how are you?  student: long time no see. i'm fine.    student: it has been a while since we last met. i am in a satisfactory state.,172,66977,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: hi <student>! how are you?  student: long time no see. i'm fine.    student: it has been a while since we last met. i am in a satisfactory state.,0.666666667,0.333333333,2,3,3,2,0,2,2,1,3,4
teacher: hi <student>! how are you?  student: meh a bit sad    student: i am feeling neutral and slightly down.,153,65895,2.333333333,2.333333333,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: hi <student>! how are you?  student: meh a bit sad    student: i am feeling neutral and slightly down.,2.333333333,2.333333333,2,3,1,1,0,2,4,2,3,1
teacher: hi <student>! how are you? all good?  student: how were your vacations?    student: how was your break?,127,59240,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,teacher: hi <student>! how are you? all good?  student: how were your vacations?    student: how was your break?,3,1,2,3,4,4,0,3,2,1,3,3
teacher: hi <student>! how are you? how was your trip?  student: hi! i am good thank you :) it was great! a bit tiring though: we met with a lot of relatives... how about you? how are you?    student: hello. i am fine. it was good. a little tiring because we saw many relatives. how are you?,253,56393,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: hi <student>! how are you? how was your trip?  student: hi! i am good thank you :) it was great! a bit tiring though: we met with a lot of relatives... how about you? how are you?    student: hello. i am fine. it was good. a little tiring because we saw many relatives. how are you?,2,1,2,3,3,3,4,2,3,0,3,2
"teacher: hi <student>! how are you? really? that's weird!  student: i'm fine! thank you. i have has relaxing yoga today it was good ) how is the lockdown life?    student: i am in a satisfactory state. thank you. i participated in a yoga session today, which was intended to induce relaxation. it was a satisfactory experience. how is your experience with the current lockdown situation?",180,63435,3.333333333,0.333333333,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,3,"teacher: hi <student>! how are you? really? that's weird!  student: i'm fine! thank you. i have has relaxing yoga today it was good ) how is the lockdown life?    student: i am in a satisfactory state. thank you. i participated in a yoga session today, which was intended to induce relaxation. it was a satisfactory experience. how is your experience with the current lockdown situation?",3.333333333,0.333333333,2,3,3,3,4,2,3,2,3,3
teacher: hi <student>! how's it going?  student: everything good thank you :) how about you?    student: are you doing well?,211,56958,2.333333333,0.333333333,,,,2,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: hi <student>! how's it going?  student: everything good thank you :) how about you?    student: are you doing well?,2.333333333,0.333333333,2,3,1,3,0,2,3,2,3,4
"teacher: hi <student>! it's ok :) how are you?  student: fine, but quite (razbitaya) )    student: okay, but tired.",212,58510,1,1,,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: hi <student>! it's ok :) how are you?  student: fine, but quite (razbitaya) )    student: okay, but tired.",1,1,2,3,2,2,1,1,3,2,2,4
"teacher: hi <student>! no worries, i appreciate you making time for this project during the festive period has the holiday begun yet?  student: yes.!",201,62974,2,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,"teacher: hi <student>! no worries, i appreciate you making time for this project during the festive period has the holiday begun yet?  student: yes.!",2,4,2,3,2,2,0,3,1,1,1,4
"teacher: hi <student>! oh sorry, i forgot to enter my username how are you? how was your weekend at your parents'?  student: it's great, thanks.    student: it was satisfactory, thank you.",166,65662,1.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi <student>! oh sorry, i forgot to enter my username how are you? how was your weekend at your parents'?  student: it's great, thanks.    student: it was satisfactory, thank you.",1.666666667,0.333333333,2,3,3,3,0,3,3,0,1,3
"teacher: hi <student>, all ok with you?    teacher: greetings, <student>. is everything satisfactory in your world?",54,53962,1.666666667,2.333333333,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi <student>, all ok with you?    teacher: greetings, <student>. is everything satisfactory in your world?",1.666666667,2.333333333,2,3,3,4,3,1,4,0,3,3
"teacher: hi <student>, all ok with you?  student: yes",54,38988,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"teacher: hi <student>, all ok with you?  student: yes",0.666666667,0.333333333,2,3,2,3,1,2,2,1,1,1
"teacher: hi <student>, can you see the names of the remaining books above?  student: yes",103,65615,0.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,"teacher: hi <student>, can you see the names of the remaining books above?  student: yes",0.333333333,0.333333333,2,3,1,1,1,3,2,3,1,3
"teacher: hi <student>, happy new year! how are you?    teacher: hello <student>, i hope you are doing well.",12,66107,2,1,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi <student>, happy new year! how are you?    teacher: hello <student>, i hope you are doing well.",2,1,2,3,3,4,1,3,3,3,2,1
"teacher: hi <student>, happy new year! how are you?  student: happy new year! good, thank you.",12,36051,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,1,"teacher: hi <student>, happy new year! how are you?  student: happy new year! good, thank you.",1.333333333,0.333333333,2,3,3,4,0,3,3,2,3,2
"teacher: hi <student>, how's it going - all ok?  student: i'm fine, thank you you??    student: i am doing well, thank you. and how are you?",9,65737,2.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,2,"teacher: hi <student>, how's it going - all ok?  student: i'm fine, thank you you??    student: i am doing well, thank you. and how are you?",2.333333333,2.333333333,2,3,4,4,2,1,3,0,3,4
"teacher: hi <student>, no problem  student: here i am :) how are you?    student: i am present now. how are you?",190,66354,1.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi <student>, no problem  student: here i am :) how are you?    student: i am present now. how are you?",1.666666667,2.333333333,2,3,2,3,1,2,3,4,2,1
"teacher: hi giovanni! how are you?  student: good, thank you! how about you?    student: i'm fine. how are you?",258,56365,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi giovanni! how are you?  student: good, thank you! how about you?    student: i'm fine. how are you?",2,0,2,3,3,4,2,2,3,0,2,3
"teacher: hi sorry - internet went out there for a minute ok <student> so let me give you a few typical sentences for essay introductions and we can think about the use of the present perfect/present continuous....hold on remember the problem and solution essay we did in class about the lack of teachers?  student: yes ,it is always happen...firstly i am unhappy with that.. but i rebased i need to clam down and get a good mood with this problem.",52,39431,2.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,"teacher: hi sorry - internet went out there for a minute ok <student> so let me give you a few typical sentences for essay introductions and we can think about the use of the present perfect/present continuous....hold on remember the problem and solution essay we did in class about the lack of teachers?  student: yes ,it is always happen...firstly i am unhappy with that.. but i rebased i need to clam down and get a good mood with this problem.",2.333333333,0.333333333,2,3,4,3,3,2,3,1,3,2
"teacher: hi there <student>, all ok?    teacher: hey <student>, everything alright?",7,53284,1.666666667,4.333333333,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,"teacher: hi there <student>, all ok?    teacher: hey <student>, everything alright?",1.666666667,4.333333333,2,3,4,3,0,3,3,3,2,3
"teacher: hi there <student>, all ok?  student: hi <teacher>, how are you?",7,45939,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,"teacher: hi there <student>, all ok?  student: hi <teacher>, how are you?",1,1,2,3,1,4,0,2,2,1,3,3
"teacher: hi there <student>, everything ok with you?  student: yes, i am health.    student: i am in good health.",37,57059,1.666666667,1.333333333,,,,1,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi there <student>, everything ok with you?  student: yes, i am health.    student: i am in good health.",1.666666667,1.333333333,2,3,2,3,0,3,3,3,2,
"teacher: hi there <student>, how's it going?  student: yes... i just feel tired when when want to study massive new knowledge. it is difficult to see improvement of myself. because they all hard for me,.    student: well, to be honest, i'm feeling quite exhausted when it comes to tackling all this new information. it's been a real challenge for me to see any progress because everything seems so difficult.",70,53327,2.666666667,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,"teacher: hi there <student>, how's it going?  student: yes... i just feel tired when when want to study massive new knowledge. it is difficult to see improvement of myself. because they all hard for me,.    student: well, to be honest, i'm feeling quite exhausted when it comes to tackling all this new information. it's been a real challenge for me to see any progress because everything seems so difficult.",2.666666667,1.333333333,2,3,4,2,3,2,3,1,3,3
teacher: hi there <student>...    teacher: hello <student>...,77,58899,1.666666667,2.333333333,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: hi there <student>...    teacher: hello <student>...,1.666666667,2.333333333,2,3,4,4,3,2,1,2,1,
teacher: hi there <student>...  student: hi <teacher>,77,35718,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,1,teacher: hi there <student>...  student: hi <teacher>,0.666666667,0.333333333,2,3,3,4,0,3,1,3,2,2
teacher: hi there...    teacher: hello...,52,67072,1.333333333,5.333333333,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: hi there...    teacher: hello...,1.333333333,5.333333333,2,3,1,3,3,3,1,0,3,2
"teacher: hi there...  student: hey, i am here",52,39407,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,"teacher: hi there...  student: hey, i am here",0.666666667,0.333333333,2,3,3,3,3,3,2,3,2,2
"teacher: hi yes i'm here <student> - really sorry for delay...  student: no worries, at the moment i have a lot of free time hehe    student: that's alright. currently, i have a significant amount of free time.",28,65772,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,2,"teacher: hi yes i'm here <student> - really sorry for delay...  student: no worries, at the moment i have a lot of free time hehe    student: that's alright. currently, i have a significant amount of free time.",2,1,2,3,3,3,0,2,3,0,2,3
"teacher: hi! all good, and you?  student: all good...it is even a beautiful day here :)    student: here i am. i apologize for the delay. how are you?",190,66355,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi! all good, and you?  student: all good...it is even a beautiful day here :)    student: here i am. i apologize for the delay. how are you?",2,1,2,3,3,2,3,2,3,2,2,2
"teacher: hi, how are you doing?  student: how do you say 'passing the days'?? do you have an expression for that?",30,35766,1.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,,,,,,2,"teacher: hi, how are you doing?  student: how do you say 'passing the days'?? do you have an expression for that?",1.666666667,2.333333333,2,3,2,4,0,1,4,3,3,2
"teacher: hi, how are you?  student: i am fine , and you?",94,39583,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"teacher: hi, how are you?  student: i am fine , and you?",1,1,2,3,3,2,0,2,2,3,2,2
"teacher: hi, how are you? is the chatroom easy enough to use?  student: yes, everything is ok ) thank you ) how are you? )",110,39022,2.333333333,0.333333333,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hi, how are you? is the chatroom easy enough to use?  student: yes, everything is ok ) thank you ) how are you? )",2.333333333,0.333333333,2,3,1,2,0,1,3,0,3,3
"teacher: hi, nice to speak to you again :) we only really say 'nice to meet you' the first time we meet a person. after that, it's 'nice to see you' or 'nice to speak to you' (over the phone / chat, if you don't really see the person) did you have a good weekend? was there a good game on?  student: ok. nice to speak to you too.",154,45832,0.333333333,0.333333333,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,"teacher: hi, nice to speak to you again :) we only really say 'nice to meet you' the first time we meet a person. after that, it's 'nice to see you' or 'nice to speak to you' (over the phone / chat, if you don't really see the person) did you have a good weekend? was there a good game on?  student: ok. nice to speak to you too.",0.333333333,0.333333333,2,3,3,3,1,2,3,4,1,3
teacher: hi...  student: i am here    student: i am present.,62,66925,0.666666667,1.333333333,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: hi...  student: i am here    student: i am present.,0.666666667,1.333333333,2,3,3,3,2,2,2,3,1,1
"teacher: high' register = more formal yes i see - well, that's where you;re time actually spent in the uk is so useful i guess  student: yes, i think so",77,35752,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,1,"teacher: high' register = more formal yes i see - well, that's where you;re time actually spent in the uk is so useful i guess  student: yes, i think so",0.666666667,0.333333333,2,3,2,3,1,3,3,3,2,2
"teacher: hiya! all good, thank you! how are you?  student: i'm ok, thank you! ) is <teacher's child> at the school now? )    student: how are you? is <teacher's child> at the school now?",214,58292,3.333333333,1.333333333,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hiya! all good, thank you! how are you?  student: i'm ok, thank you! ) is <teacher's child> at the school now? )    student: how are you? is <teacher's child> at the school now?",3.333333333,1.333333333,3,3,3,3,0,0,3,3,3,2
"teacher: hiya! oh my, this time i couldn't type my name :) how are you?  student: fine, thank you ) how are you?    student: i am doing well, thank you. how are you?",163,66842,2.333333333,0.333333333,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hiya! oh my, this time i couldn't type my name :) how are you?  student: fine, thank you ) how are you?    student: i am doing well, thank you. how are you?",2.333333333,0.333333333,2,3,3,3,0,2,3,2,3,3
"teacher: hmm, 'full of ideas' sounds more like praise, doesn't it? the book can be hard to follow due to a plethora of ideas  student: yes...",134,65509,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: hmm, 'full of ideas' sounds more like praise, doesn't it? the book can be hard to follow due to a plethora of ideas  student: yes...",1,3,2,3,4,4,0,3,3,0,2,3
"teacher: hmm, actually, i wonder if americans are more concerned with swearing than brits brits love to swear, including on tv yes, and a good collocation is 'excrutiatingly embarrassing'  student: really? i had never noticed...but then, i don't watch much tv from the uk...    student: i had not previously observed that...however, i do not watch a significant amount of television from the united kingdom...",190,66385,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hmm, actually, i wonder if americans are more concerned with swearing than brits brits love to swear, including on tv yes, and a good collocation is 'excrutiatingly embarrassing'  student: really? i had never noticed...but then, i don't watch much tv from the uk...    student: i had not previously observed that...however, i do not watch a significant amount of television from the united kingdom...",2,1,2,3,4,3,3,2,4,4,3,4
"teacher: hmm, but you know how people used to sneak deep purple and beatles records into the soviet union, and secretly listened to bbc on their radios another good correction :) i think people secretly loved everything foreign, and then in public said they only loved soviet things :)  student: yes, i think it's more realistic than the uniform of soviet stewardess )    student: yes, i think it is more realistic than the uniform of the soviet stewardess.",163,66858,3.666666667,0.333333333,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"teacher: hmm, but you know how people used to sneak deep purple and beatles records into the soviet union, and secretly listened to bbc on their radios another good correction :) i think people secretly loved everything foreign, and then in public said they only loved soviet things :)  student: yes, i think it's more realistic than the uniform of soviet stewardess )    student: yes, i think it is more realistic than the uniform of the soviet stewardess.",3.666666667,0.333333333,2,3,3,4,2,2,4,1,3,4
